1,11,6.6218521119695,1,11,34,322
2,4,8.77577885037297,14,17,634,720
3,9,8.72515753756665,18,26,824,1003
4,4,8.55066267635741,30,33,1475,1558
5,6,8.33757932280329,37,42,1853,1983
6,6,6.99654059937031,43,48,2149,2302
7,12,8.03589365834058,49,60,2490,2743
8,6,6.21418214458331,61,66,3197,3367
9,8,5.05295071267659,68,75,3685,3959
10,10,8.91689454286054,76,85,4159,4355
11,7,8.71080139372823,86,92,4946,5090
12,4,4.30308028830638,93,96,5174,5338
13,9,8.67469879518071,99,107,5829,6007
14,5,6.08568646543333,117,121,7161,7309
15,10,8.379420144126,122,131,7496,7701
16,6,7.69625448948177,132,137,8061,8201
17,16,5.0914876690533,138,153,8377,8912
18,12,8.26844897677942,154,165,9123,9372
19,4,9.136592051165,168,171,10034,10111
20,26,6.38501649462594,172,197,10383,11064
21,16,5.08183877866475,200,215,11620,12155
22,17,7.38210346524624,216,232,12381,12774
23,6,7.52225333277609,236,241,13297,13436
24,28,5.91749323715058,242,269,13608,14404
25,6,8.69985500241662,270,275,14919,15042
26,4,9.13659205116471,276,279,15220,15303
27,22,6.60984867452504,280,301,15457,16021
28,19,6.12797798228259,310,328,17163,17689
29,16,5.0055269359918,332,347,18352,18896
30,17,7.4012799860682,348,364,19098,19490
31,4,9.66650555824082,366,369,19938,20013
32,4,6.17601646937726,370,373,20120,20239
33,4,8.13393885989296,374,377,20472,20563
34,19,7.6342012214722,378,396,20662,21085
35,11,7.48655822500508,399,409,21846,22100
36,6,5.62078441169126,410,415,22230,22410
37,11,7.97486708554856,416,426,22494,22732
38,7,8.21982151244698,427,433,23286,23434
39,13,7.29872365909354,434,446,23664,23967
40,25,5.99812858388182,447,471,24177,24882
41,12,5.4522323862604,475,486,25151,25529
42,11,7.61087663460872,490,500,25827,26077
43,4,9.52834683182511,501,504,26448,26527
44,4,9.26354793886038,505,508,26810,26889
45,4,8.55066267635721,509,512,27012,27096
46,23,6.75206231468521,513,535,27225,27801
47,35,5.50060768618248,538,572,28380,29449
48,4,8.23440609346033,578,581,30258,30350
49,5,7.79180302321974,582,586,30528,30643
50,17,7.6821112249202,587,603,30729,31108
51,8,6.91164612371848,613,620,32092,32287
52,14,7.86016394056214,621,634,32457,32764
53,6,6.58207481625027,635,640,33052,33214
54,5,5.91296121097452,641,645,33526,33676
55,9,6.91580645987552,646,654,33804,34032
56,14,8.10576088005399,655,668,34178,34476
57,19,5.20229631184573,672,690,35131,35752
58,11,7.77220377305164,691,701,35853,36098
59,15,5.08376921947195,702,716,36753,37250
60,18,6.91580645987552,717,734,37364,37805
61,5,8.59500343800118,735,739,38303,38410
62,16,5.60492299069348,740,755,38580,39069
63,12,6.94779504004628,756,767,39188,39479
64,8,7.41106719367593,768,775,39820,40005
65,12,6.66987808945054,776,787,40324,40634
66,16,6.72024192870945,788,803,40743,41146
67,19,5.74990921195983,804,822,41846,42407
68,11,8.04485616772305,823,833,42512,42749
69,20,6.2102800836318,837,856,43475,44020
70,13,7.60604583130164,857,869,44190,44477
71,31,5.80154957517688,873,903,45189,46091
72,17,6.79782469609733,905,921,46966,47393
73,13,7.47484427407758,922,934,47509,47807
74,20,5.08375486134059,935,954,48286,48953
75,13,6.77400864988812,955,967,49062,49384
76,31,4.92300525649916,968,998,50058,51118
77,13,6.85979631681721,999,1011,51644,51970
78,4,8.55127200170955,1012,1015,52174,52259
79,15,7.55654816879655,1016,1030,52439,52779
80,6,9.43841434638917,1031,1036,53331,53446
