1,10,6.01986555633591,1,11,34,322
2,4,8.77577885037297,14,17,634,720
3,9,8.72515753756665,18,26,824,1003
4,6,8.33757932280329,37,42,1853,1983
5,5,5.83045049947526,43,48,2149,2302
6,11,8.3373335691367,49,59,2490,2719
7,6,6.21418214458331,61,66,3197,3367
8,8,5.05295071267659,68,75,3685,3959
9,10,8.91689454286054,76,85,4159,4355
10,7,8.71080139372823,86,92,4946,5090
11,4,4.30308028830638,93,96,5174,5338
12,9,8.67469879518071,99,107,5829,6007
13,5,6.08568646543333,117,121,7161,7309
14,9,8.77620672842515,122,130,7496,7675
15,6,7.69625448948177,132,137,8061,8201
16,16,5.0914876690533,138,153,8377,8912
17,12,8.26844897677942,154,165,9123,9372
18,24,6.34221537106365,172,195,10383,11021
19,12,6.00891322127823,204,215,11812,12155
20,17,7.38210346524624,216,232,12381,12774
21,6,7.52225333277609,236,241,13297,13436
22,28,5.91749323715058,242,269,13608,14404
23,6,8.69985500241662,270,275,14919,15042
24,4,9.13659205116471,276,279,15220,15303
25,20,6.00895334047731,280,301,15457,16021
26,19,6.12797798228259,310,328,17163,17689
27,5,4.73709142586448,332,338,18352,18537
28,8,4.97749756310013,340,347,18617,18896
29,17,7.4012799860682,348,364,19098,19490
30,4,6.17601646937726,370,373,20120,20239
31,4,8.13393885989296,374,377,20472,20563
32,17,6.83060109289618,378,396,20662,21085
33,10,7.31332732015308,400,409,21863,22100
34,5,5.67172080009063,410,414,22230,22388
35,11,7.97486708554856,416,426,22494,22732
36,6,8.06813088301192,428,433,23304,23434
37,12,7.43847759158635,434,445,23664,23940
38,18,7.61797277280103,447,464,24177,24581
39,6,5.0785768699038,466,471,24675,24882
40,12,5.4522323862604,475,486,25151,25529
41,11,7.61087663460872,490,500,25827,26077
42,4,9.52834683182511,501,504,26448,26527
43,4,9.26354793886038,505,508,26810,26889
44,4,8.55066267635721,509,512,27012,27096
45,20,6.09675550994276,514,535,27246,27801
46,8,7.24987916868055,538,545,28380,28576
47,25,5.52140464534176,547,572,28686,29449
48,5,7.79180302321974,582,586,30528,30643
49,15,7.20807304180686,588,603,30751,31108
50,6,7.30282375852005,614,619,32117,32265
51,13,7.71421789698548,622,634,32473,32764
52,6,6.58207481625027,635,640,33052,33214
53,5,5.91296121097452,641,645,33526,33676
54,9,6.91580645987552,646,654,33804,34032
55,14,8.10576088005399,655,668,34178,34476
56,12,4.67514252691454,678,690,35312,35752
57,11,7.77220377305164,691,701,35853,36098
58,9,4.87250284229329,702,711,36753,37072
59,17,6.53159498988243,717,734,37364,37805
60,5,8.59500343800118,735,739,38303,38410
61,13,6.26506024096389,740,752,38580,38937
62,11,7.0818490063951,756,766,39188,39457
63,7,7.99482240073104,768,774,39820,39977
64,11,6.11405491532966,776,787,40324,40634
65,16,6.72024192870945,788,803,40743,41146
66,19,5.74990921195983,804,822,41846,42407
67,11,8.04485616772305,823,833,42512,42749
68,20,6.2102800836318,837,856,43475,44020
69,12,7.75561204705054,857,868,44190,44458
70,29,5.42725605419773,873,903,45189,46091
71,17,6.79782469609733,905,921,46966,47393
72,13,7.47484427407758,922,934,47509,47807
73,4,10.1061141990902,935,938,48286,48360
74,5,6.46301003920926,940,944,48443,48581
75,9,5.64180788599387,946,954,48676,48953
76,12,6.85257447416027,955,966,49062,49364
77,30,4.76419863532177,968,998,50058,51118
78,11,5.80444303730687,999,1011,51644,51970
79,14,7.05277829087678,1016,1030,52439,52779
80,6,9.43841434638917,1031,1036,53331,53446
81,10,4.91883915395963,1037,1047,53733,54083
82,8,8.44267773595532,1049,1056,54178,54347
83,16,6.72024192870937,1058,1074,54890,55297
84,18,5.89680589680588,1075,1092,55488,56007
85,5,10.1681127982656,1093,1097,56893,56985
86,20,6.86200507788374,1098,1118,57260,57755
87,4,9.1365920511653,1121,1124,58211,58292
88,5,6.3163213744314,1125,1129,58402,58543
89,14,5.37896057990318,1130,1146,58665,59113
90,12,7.04569918778742,1147,1158,59209,59501
91,13,5.31298957836666,1159,1171,60282,60699
92,10,7.94028902652075,1172,1181,60872,61091
93,17,6.2714428007525,1183,1199,61910,62371
94,15,7.53377643099892,1201,1215,62462,62799
95,4,9.01306894997726,1216,1219,63237,63317
96,29,5.7362511291184,1222,1254,63544,64398
97,17,6.56176421393932,1255,1272,65252,65697
98,14,7.43454941320158,1273,1286,65840,66163
99,8,8.23440609346033,1287,1294,66743,66914
100,13,4.99474910991009,1295,1307,66997,67441
101,10,8.25468453347275,1308,1317,67543,67754
102,18,6.82145473838458,1330,1347,68975,69423
103,4,9.26354793886038,1349,1352,69812,69895
104,11,5.36323744514874,1353,1363,70113,70465
105,5,8.01667468334081,1364,1368,70631,70746
106,11,8.15197253032303,1369,1379,70885,71119
107,4,8.66238359922127,1381,1384,71604,71687
108,12,6.10045414491972,1385,1396,71782,72123
109,13,6.37557012309749,1401,1414,72368,72718
110,22,6.3248682319118,1415,1436,73455,74046
111,7,8.39731285988494,1438,1444,74220,74368
112,8,8.55127200171007,1445,1452,74910,75071
113,27,5.84698230746463,1453,1480,75361,76139
114,4,9.39408172851146,1487,1490,77257,77339
115,13,7.34823077212944,1491,1503,77522,77825
116,6,9.01352028042082,1505,1510,78295,78416
117,4,8.6623835992202,1514,1517,78651,78740
118,10,6.6433411577129,1518,1527,78812,79074
119,9,7.81611857341344,1529,1537,79222,79424
120,4,8.03589365834041,1538,1541,79753,79844
121,5,9.58282757299003,1542,1546,80282,80374
122,4,6.80619363620914,1547,1550,80644,80751
