scorer,DLC_resnet50_swallowing-trackingSep8shuffle1_1000000,DLC_resnet50_swallowing-trackingSep8shuffle1_1000000,DLC_resnet50_swallowing-trackingSep8shuffle1_1000000,DLC_resnet50_swallowing-trackingSep8shuffle1_1000000,DLC_resnet50_swallowing-trackingSep8shuffle1_1000000,DLC_resnet50_swallowing-trackingSep8shuffle1_1000000
227,91.46163940429688,261.20086669921875,1.0,333.9411315917969,271.1585693359375,1.0
228,92.35110473632812,261.51312255859375,1.0,335.164794921875,270.9031677246094,1.0
229,92.6480712890625,263.6479797363281,1.0,336.3555908203125,272.22332763671875,1.0
230,91.0302734375,266.7934875488281,1.0,336.4342956542969,271.7006530761719,1.0
231,90.02691650390625,269.73516845703125,1.0,335.4526672363281,267.92242431640625,1.0
232,88.5531234741211,275.1565246582031,1.0,334.7904052734375,263.752685546875,1.0
233,87.5307846069336,277.5638427734375,1.0,333.21099853515625,261.02911376953125,1.0
234,85.82766723632812,279.35333251953125,1.0,332.0733642578125,259.1327819824219,1.0
235,84.9679946899414,279.8486022949219,1.0,330.3775634765625,256.8486633300781,1.0
236,84.7613296508789,279.0107421875,1.0,328.97808837890625,254.91424560546875,1.0
237,85.19113159179688,276.8110046386719,1.0,329.3350524902344,254.23114013671875,1.0
238,84.92341613769531,274.1763000488281,1.0,328.6759948730469,253.19338989257812,1.0
239,84.02433013916016,270.7264709472656,1.0,328.7819519042969,253.62588500976562,1.0
240,84.74177551269531,268.4100646972656,1.0,330.7890319824219,254.43263244628906,1.0
241,84.66468048095703,266.67779541015625,1.0,331.61419677734375,254.58018493652344,1.0
242,86.1614990234375,265.5601806640625,1.0,331.1046142578125,256.2512512207031,1.0
243,86.85128021240234,264.45147705078125,1.0,332.4081115722656,259.2155456542969,1.0
244,87.81291198730469,263.3882751464844,1.0,333.1811218261719,261.1358642578125,1.0
245,88.75895690917969,263.0043029785156,1.0,333.3917236328125,263.3533935546875,1.0
246,90.24249267578125,261.9002685546875,1.0,333.0202331542969,263.5419921875,1.0
247,91.02198791503906,261.4414367675781,1.0,332.521728515625,263.76068115234375,1.0
248,91.26597595214844,261.5252990722656,1.0,332.6063232421875,264.48291015625,1.0
249,91.88138580322266,261.5505065917969,1.0,334.10919189453125,265.7332763671875,1.0
250,94.64994049072266,260.655517578125,1.0,334.4155578613281,267.2406311035156,1.0
251,96.84426879882812,260.63323974609375,1.0,336.91729736328125,269.8425598144531,1.0
252,98.29845428466797,260.9714660644531,1.0,338.24151611328125,271.83404541015625,1.0
253,98.73311614990234,262.5213623046875,1.0,339.8755187988281,273.25482177734375,1.0
254,98.41947937011719,265.2406921386719,1.0,340.39495849609375,272.98675537109375,1.0
255,97.86356353759766,268.38848876953125,1.0,341.97357177734375,269.5882873535156,1.0
256,96.02122497558594,272.0029602050781,1.0,342.02789306640625,267.3499450683594,1.0
257,95.9097900390625,277.6912536621094,1.0,341.6521911621094,262.1828918457031,1.0
258,94.92594146728516,280.6087646484375,1.0,339.78753662109375,258.538330078125,1.0
259,91.83609008789062,282.64813232421875,1.0,335.48699951171875,255.2935028076172,1.0
260,90.12210845947266,283.5248718261719,1.0,332.1189880371094,253.90478515625,1.0
261,89.97925567626953,281.4087219238281,1.0,331.8928527832031,251.99819946289062,1.0
262,88.42288208007812,277.1689453125,1.0,331.2985534667969,251.0114288330078,1.0
263,88.18260955810547,272.2464904785156,1.0,331.73626708984375,250.89456176757812,1.0
264,87.60234832763672,269.6319274902344,1.0,330.83624267578125,252.38809204101562,1.0
265,86.57286834716797,268.0426330566406,1.0,330.2607727050781,253.2963409423828,1.0
266,87.05367279052734,266.8048400878906,1.0,329.4591064453125,254.5455322265625,1.0
267,86.63327026367188,266.365478515625,1.0,330.14361572265625,255.0520477294922,1.0
268,87.07331085205078,266.0445251464844,1.0,331.12225341796875,255.784423828125,1.0
269,87.1088638305664,266.1778259277344,1.0,330.9654541015625,256.7077941894531,1.0
270,86.94821166992188,266.5764465332031,1.0,331.478271484375,258.7700500488281,1.0
271,86.52486419677734,267.0172424316406,1.0,331.5224609375,259.73785400390625,1.0
272,86.25032043457031,266.8508605957031,1.0,331.7533874511719,260.82891845703125,1.0
273,86.17882537841797,266.96099853515625,1.0,331.62957763671875,260.34307861328125,1.0
274,85.70765686035156,267.61383056640625,1.0,331.26947021484375,260.07659912109375,1.0
275,85.70118713378906,268.9443054199219,1.0,331.0420837402344,260.0821838378906,1.0
276,85.28962707519531,269.5520935058594,1.0,331.10076904296875,260.42578125,1.0
277,85.1759262084961,269.9468688964844,1.0,330.9975891113281,260.24603271484375,1.0
278,84.8592758178711,270.4827880859375,1.0,331.2974853515625,260.5768127441406,1.0
279,84.82633972167969,271.35821533203125,1.0,330.8932800292969,260.46417236328125,1.0
280,84.59127044677734,272.3248291015625,1.0,330.4012756347656,260.36578369140625,1.0
281,84.68241882324219,274.186279296875,1.0,330.01953125,260.1923522949219,1.0
282,84.40318298339844,274.8177490234375,1.0,330.5297546386719,260.3376770019531,1.0
283,84.19210815429688,275.87188720703125,1.0,330.6083068847656,261.1232604980469,1.0
284,85.26223754882812,276.6701965332031,1.0,330.01885986328125,261.0153503417969,1.0
285,86.63467407226562,276.95196533203125,1.0,331.19488525390625,259.8869934082031,1.0
286,87.14826202392578,277.5180969238281,1.0,331.1163330078125,259.46160888671875,1.0
287,87.8495864868164,278.618896484375,1.0,331.75885009765625,260.06634521484375,1.0
288,88.78681182861328,279.34796142578125,1.0,332.4209899902344,259.9478454589844,1.0
289,89.40730285644531,279.58880615234375,1.0,331.9671936035156,258.46533203125,1.0
290,91.20857238769531,278.7169494628906,1.0,332.8382568359375,257.6543273925781,1.0
291,92.3806381225586,278.2449035644531,1.0,334.0437927246094,256.7767028808594,1.0
292,93.71483612060547,277.9905700683594,1.0,336.5857238769531,257.251220703125,1.0
293,95.07696533203125,278.0282287597656,1.0,337.7198181152344,257.21246337890625,1.0
294,95.5752944946289,277.3581237792969,1.0,338.40008544921875,256.9617614746094,1.0
295,95.57581329345703,276.43243408203125,1.0,339.5777893066406,257.5417175292969,1.0
296,94.99702453613281,275.4404602050781,1.0,339.1172180175781,257.4378967285156,1.0
297,94.02840423583984,274.5348815917969,1.0,337.783203125,257.823974609375,1.0
298,93.97450256347656,273.9050598144531,1.0,336.2660217285156,258.5052490234375,1.0
299,93.35232543945312,272.44183349609375,1.0,336.1097106933594,258.74688720703125,1.0
300,91.75247955322266,272.06646728515625,1.0,334.9121398925781,260.0501708984375,1.0
301,91.2332534790039,271.6035461425781,1.0,335.719970703125,261.2926940917969,1.0
302,90.26945495605469,271.013671875,1.0,335.42266845703125,262.0501403808594,1.0
303,90.77069854736328,269.8728942871094,1.0,334.52978515625,262.2929382324219,1.0
304,90.33470153808594,268.7156677246094,1.0,333.6483459472656,262.7373352050781,1.0
305,90.32136535644531,268.9222717285156,1.0,331.8540344238281,261.8592529296875,1.0
306,89.20721435546875,269.5491638183594,1.0,331.8896179199219,261.98052978515625,1.0
307,90.0598373413086,268.91754150390625,1.0,330.5041809082031,261.8894348144531,1.0
308,89.73464965820312,268.4598388671875,1.0,330.4958801269531,262.4643859863281,1.0
309,89.35717010498047,268.2520751953125,1.0,330.3232421875,262.4471435546875,1.0
310,89.18882751464844,268.81097412109375,1.0,330.1273193359375,262.5100402832031,1.0
311,89.2627182006836,270.157470703125,1.0,329.652587890625,262.7390441894531,1.0
312,88.87857055664062,271.2060241699219,1.0,330.1266174316406,262.5700378417969,1.0
313,88.4373550415039,271.6427001953125,1.0,330.4717712402344,263.7523498535156,1.0
314,88.2922134399414,271.6180114746094,1.0,330.8772888183594,263.3972473144531,1.0
315,87.77813720703125,271.5689697265625,1.0,330.0999755859375,263.9819641113281,1.0
316,88.0781021118164,271.52911376953125,1.0,329.4227294921875,264.2308349609375,1.0
317,87.48324584960938,271.88165283203125,1.0,329.23211669921875,263.418212890625,1.0
318,87.15721893310547,271.7547607421875,1.0,329.54559326171875,262.760498046875,1.0
319,86.7557144165039,271.56298828125,1.0,328.17156982421875,263.451416015625,1.0
320,86.48585510253906,271.70855712890625,1.0,327.73095703125,262.9559020996094,1.0
321,86.56043243408203,271.97509765625,1.0,329.1057434082031,263.3373107910156,1.0
322,85.5035629272461,272.7545166015625,1.0,329.2554626464844,263.72015380859375,1.0
323,86.11500549316406,274.23236083984375,1.0,329.2924499511719,263.75518798828125,1.0
324,85.89031219482422,274.3351745605469,1.0,328.4245300292969,263.9521179199219,1.0
325,86.06501007080078,274.3255310058594,1.0,327.6547546386719,263.67706298828125,1.0
326,85.9671630859375,274.1255798339844,1.0,328.1694641113281,263.8987731933594,1.0
