scorer,DLC_resnet50_swallowing-trackingSep8shuffle1_1030000,DLC_resnet50_swallowing-trackingSep8shuffle1_1030000,DLC_resnet50_swallowing-trackingSep8shuffle1_1030000,DLC_resnet50_swallowing-trackingSep8shuffle1_1030000,DLC_resnet50_swallowing-trackingSep8shuffle1_1030000,DLC_resnet50_swallowing-trackingSep8shuffle1_1030000
bodyparts,complex,complex,complex,lowerJaw,lowerJaw,lowerJaw
coords,x,y,likelihood,x,y,likelihood
245,115.13719940185547,259.60162353515625,1.0,235.0952911376953,200.4927520751953,1.0
246,113.16997528076172,256.81414794921875,1.0,237.35430908203125,203.25811767578125,1.0
247,110.6923828125,256.1028137207031,1.0,238.7212677001953,210.09535217285156,1.0
248,109.27482604980469,256.5751953125,1.0,239.46998596191406,216.28102111816406,1.0
249,107.73078918457031,258.69158935546875,1.0,237.0709991455078,221.08250427246094,1.0
250,104.50773620605469,260.71795654296875,1.0,234.53372192382812,228.99615478515625,1.0
251,102.94422912597656,262.82122802734375,1.0,230.127685546875,234.40289306640625,1.0
252,100.71406555175781,263.36676025390625,1.0,225.61050415039062,239.70191955566406,1.0
253,98.64055633544922,263.06378173828125,1.0,220.34564208984375,244.41885375976562,1.0
254,99.36908721923828,261.55419921875,1.0,221.61355590820312,244.62887573242188,1.0
255,100.7656021118164,259.1061096191406,1.0,223.60423278808594,242.41981506347656,1.0
256,102.74579620361328,257.8619689941406,1.0,226.74595642089844,239.61810302734375,1.0
257,104.40892791748047,255.8650360107422,1.0,229.11329650878906,237.84552001953125,1.0
258,104.63685607910156,254.61790466308594,1.0,230.38165283203125,234.31143188476562,1.0
259,104.15424346923828,256.1632080078125,1.0,230.5203399658203,232.85952758789062,1.0
260,103.81561279296875,261.4429016113281,1.0,231.69146728515625,232.7090606689453,1.0
261,105.68395233154297,266.7414245605469,1.0,232.93365478515625,229.3753204345703,1.0
262,107.72997283935547,270.2921142578125,1.0,234.37818908691406,225.73513793945312,1.0
263,110.09635925292969,272.12158203125,1.0,235.0869903564453,220.79164123535156,1.0
264,113.1623764038086,268.9688720703125,1.0,234.9181671142578,211.1527099609375,1.0
265,114.96167755126953,263.69012451171875,1.0,235.72630310058594,202.8331756591797,1.0
266,114.33786010742188,258.9493408203125,1.0,236.76931762695312,201.53179931640625,1.0
267,112.90747833251953,256.1868896484375,1.0,239.7318572998047,205.21766662597656,1.0
268,111.34558868408203,255.0743408203125,1.0,241.42007446289062,211.24879455566406,1.0
269,110.0249252319336,255.49012756347656,1.0,241.2998046875,215.14572143554688,1.0
270,107.43807983398438,257.9768981933594,1.0,238.06597900390625,222.61695861816406,1.0
271,105.13674926757812,260.2908630371094,1.0,236.72970581054688,230.01016235351562,1.0
272,102.45323944091797,262.6058654785156,1.0,230.1212615966797,235.6761932373047,1.0
273,100.17918395996094,262.7084045410156,1.0,227.34219360351562,240.50889587402344,1.0
274,98.7442398071289,262.1003723144531,1.0,224.68185424804688,243.74920654296875,1.0
275,98.53953552246094,260.76123046875,1.0,224.74783325195312,243.8799591064453,1.0
276,100.66099548339844,258.0567626953125,1.0,225.54449462890625,241.44818115234375,1.0
277,103.09394836425781,255.95758056640625,1.0,228.5269012451172,238.57054138183594,1.0
278,103.87348175048828,255.30447387695312,1.0,229.9688720703125,236.25711059570312,1.0
279,103.36139678955078,257.3370666503906,1.0,229.89425659179688,233.83692932128906,1.0
280,102.30000305175781,261.29559326171875,1.0,230.98455810546875,233.02676391601562,1.0
281,104.40275573730469,266.41168212890625,1.0,232.33152770996094,231.72315979003906,1.0
282,107.00638580322266,270.36810302734375,1.0,234.87632751464844,228.60028076171875,1.0
283,109.49356079101562,273.5282287597656,1.0,234.724853515625,223.19393920898438,1.0
284,111.5773696899414,272.5813903808594,1.0,232.88067626953125,215.42823791503906,1.0
285,115.17887878417969,266.1859436035156,1.0,233.30921936035156,205.3547821044922,1.0
286,114.71088409423828,260.31585693359375,1.0,234.3663330078125,200.34996032714844,1.0
287,113.55302429199219,257.1982116699219,1.0,236.45880126953125,202.37332153320312,1.0
288,111.28640747070312,256.60711669921875,1.0,239.1249237060547,208.8159637451172,1.0
289,110.24038696289062,258.0702819824219,1.0,239.73704528808594,214.5225372314453,1.0
290,108.56558990478516,260.4487609863281,1.0,237.58493041992188,221.21629333496094,1.0
291,106.31845092773438,263.5457763671875,1.0,236.59780883789062,228.61973571777344,1.0
292,104.81398010253906,265.5361022949219,1.0,232.22569274902344,234.54476928710938,1.0
293,101.65190887451172,266.171630859375,1.0,225.78831481933594,239.6411895751953,1.0
294,100.1277084350586,266.62030029296875,1.0,221.56019592285156,245.6173095703125,1.0
295,98.89994049072266,266.8405456542969,1.0,218.53683471679688,247.749267578125,1.0
296,100.6124496459961,265.5440673828125,1.0,221.2932586669922,247.3437042236328,1.0
297,102.56587982177734,262.0519714355469,1.0,224.72154235839844,244.88111877441406,1.0
298,105.18954467773438,258.94329833984375,1.0,227.31332397460938,240.9503936767578,1.0
299,105.8144760131836,257.2152099609375,1.0,229.90060424804688,238.18270874023438,1.0
300,106.39936828613281,260.00091552734375,1.0,231.70498657226562,236.25363159179688,1.0
301,105.05892181396484,264.453125,1.0,230.75448608398438,235.57383728027344,1.0
302,107.29916381835938,268.6210021972656,1.0,232.782470703125,232.8858184814453,1.0
303,110.48096466064453,272.3991394042969,1.0,234.25669860839844,227.44972229003906,1.0
304,111.85074615478516,273.73583984375,1.0,234.33438110351562,221.63079833984375,1.0
305,115.3036117553711,271.3328857421875,1.0,234.39920043945312,211.04110717773438,1.0
306,118.88373565673828,266.2925720214844,1.0,235.14219665527344,202.205810546875,1.0
307,118.38501739501953,261.5550537109375,1.0,235.276611328125,198.5841064453125,1.0
308,116.09141540527344,259.07977294921875,1.0,237.37557983398438,201.96597290039062,1.0
309,113.95590209960938,257.6176452636719,1.0,240.08612060546875,208.6893768310547,1.0
310,112.23466491699219,258.70794677734375,1.0,240.02139282226562,213.98648071289062,1.0
311,110.86761474609375,260.7677001953125,1.0,238.3800048828125,221.63687133789062,1.0
312,108.05106353759766,264.8839416503906,1.0,237.66551208496094,230.38255310058594,1.0
313,106.1739730834961,267.8328857421875,1.0,232.99783325195312,235.052490234375,1.0
314,104.09645080566406,267.4635009765625,1.0,229.77273559570312,240.71238708496094,1.0
315,101.91878509521484,267.8330383300781,1.0,224.7973175048828,245.7404022216797,1.0
316,100.11811828613281,269.4335632324219,1.0,220.25961303710938,249.471923828125,1.0
317,100.15116119384766,268.29583740234375,1.0,219.94320678710938,249.7736358642578,1.0
