scorer,DLC_resnet50_side-tongue-trackingJul31shuffle1_1030000,DLC_resnet50_side-tongue-trackingJul31shuffle1_1030000,DLC_resnet50_side-tongue-trackingJul31shuffle1_1030000,DLC_resnet50_side-tongue-trackingJul31shuffle1_1030000,DLC_resnet50_side-tongue-trackingJul31shuffle1_1030000,DLC_resnet50_side-tongue-trackingJul31shuffle1_1030000
bodyparts,Spout,Spout,Spout,TongueTip,TongueTip,TongueTip
coords,x,y,likelihood,x,y,likelihood
53,435.27642822265625,99.63101959228516,1.0,245.41293334960938,237.92572021484375,0.9907212257385254
54,434.242431640625,139.97377014160156,0.00028142333030700684,434.51617431640625,132.16702270507812,1.0
55,449.75701904296875,155.3753662109375,0.0002931058406829834,447.7926025390625,147.22938537597656,1.0
56,464.8681335449219,173.040771484375,7.18533992767334e-05,464.79217529296875,167.60610961914062,0.9999992847442627
57,435.8457946777344,94.86865234375,0.79289311170578,467.4626770019531,192.73094177246094,1.0
58,436.71197509765625,95.77075958251953,0.9927694201469421,460.2352600097656,204.08056640625,0.9999997019767761
59,105.32342529296875,245.16510009765625,0.00022611021995544434,461.8855895996094,196.3776092529297,1.0
60,243.46665954589844,235.18582153320312,0.00017753243446350098,464.1850891113281,185.8762969970703,1.0
61,234.67727661132812,234.0653839111328,0.00043970346450805664,466.6065368652344,167.9819793701172,1.0
62,229.6287841796875,236.45944213867188,0.0006559789180755615,460.98052978515625,153.69122314453125,1.0
63,452.1473388671875,154.24989318847656,0.00038689374923706055,452.6086730957031,142.8711395263672,1.0
64,448.1780700683594,139.25367736816406,0.0002130568027496338,445.29168701171875,130.25978088378906,1.0
65,434.79986572265625,124.36268615722656,0.00047209858894348145,437.1986389160156,116.24433135986328,1.0
66,432.7845153808594,106.52928924560547,0.0005175173282623291,430.9256286621094,101.05397033691406,1.0
67,434.8136291503906,98.83258056640625,1.0,415.7199401855469,88.60806274414062,0.9999822378158569
68,435.5373229980469,98.25212860107422,1.0,114.13097381591797,268.41424560546875,0.9998780488967896
69,435.50048828125,98.37003326416016,1.0,114.48757934570312,271.6609191894531,0.9998301267623901
70,435.19305419921875,98.33058166503906,1.0,116.1432876586914,272.7330017089844,0.9996829032897949
71,435.4986572265625,98.12339782714844,1.0,244.0291748046875,224.6785430908203,0.9997879862785339
72,435.4455261230469,98.60456085205078,1.0,245.37127685546875,216.8347625732422,0.999911904335022
73,435.24578857421875,99.25686645507812,1.0,245.54946899414062,210.53143310546875,0.9999973773956299
74,435.1574401855469,99.1850814819336,1.0,247.13101196289062,206.59912109375,0.9999860525131226
75,435.196533203125,99.05644989013672,1.0,246.38116455078125,203.75711059570312,0.9999750852584839
76,435.6417236328125,99.09981536865234,1.0,246.21627807617188,203.5337371826172,0.9999820590019226
77,435.35723876953125,98.46155548095703,1.0,246.69662475585938,203.96148681640625,0.9999725818634033
78,435.30389404296875,98.51055908203125,1.0,246.84283447265625,203.5738983154297,0.9999691247940063
79,435.4653625488281,99.3123779296875,1.0,246.83172607421875,203.72962951660156,0.9999727010726929
80,435.9075012207031,99.21622467041016,1.0,246.25942993164062,203.41835021972656,0.9999810457229614
81,435.8954162597656,99.24818420410156,1.0,246.20883178710938,202.76097106933594,0.9999798536300659
82,435.6685791015625,99.3249740600586,1.0,246.28854370117188,202.5003662109375,0.9999760389328003
83,435.5279846191406,99.28292083740234,1.0,246.03506469726562,202.8694305419922,0.9999600052833557
84,435.43133544921875,99.2002944946289,1.0,246.54443359375,202.29312133789062,0.9999310970306396
85,435.10711669921875,99.83656311035156,1.0,246.4689483642578,202.365478515625,0.9999541640281677
86,434.89447021484375,99.36471557617188,1.0,246.23545837402344,202.44967651367188,0.9999336004257202
87,434.9586486816406,99.20951080322266,1.0,246.4277801513672,202.54278564453125,0.9999569654464722
88,434.79681396484375,99.22476196289062,1.0,246.0363311767578,202.98973083496094,0.9999556541442871
89,434.7762756347656,99.26176452636719,1.0,246.09408569335938,202.9581298828125,0.9999309778213501
90,434.59368896484375,99.11034393310547,1.0,245.92654418945312,202.48561096191406,0.9999752044677734
91,434.6519470214844,99.07049560546875,1.0,245.8323211669922,201.7463836669922,0.9999527335166931
92,434.78350830078125,99.0962142944336,1.0,245.5992431640625,201.32498168945312,0.999938428401947
93,434.838623046875,99.08403015136719,1.0,245.42835998535156,201.17869567871094,0.9999144077301025
94,434.6650390625,99.04034423828125,1.0,244.8014373779297,201.9233856201172,0.9999344348907471
95,434.3817138671875,99.08344268798828,1.0,245.4441680908203,202.07164001464844,0.9999489784240723
96,434.43170166015625,99.08454895019531,1.0,245.42501831054688,202.44871520996094,0.9999576807022095
97,434.5831298828125,99.0500717163086,1.0,245.35643005371094,202.7584686279297,0.9999597072601318
98,434.6139221191406,99.12976837158203,1.0,245.4398651123047,203.65603637695312,0.9999732971191406
99,434.7513427734375,99.00029754638672,1.0,246.8270721435547,205.1724090576172,0.999906599521637
100,434.5931396484375,98.96733856201172,1.0,247.89552307128906,207.124267578125,0.9999350905418396
101,434.7955017089844,98.85816192626953,1.0,117.18095397949219,257.5814208984375,0.9998145699501038
102,434.8272399902344,98.89156341552734,1.0,250.68992614746094,211.34547424316406,0.9996969103813171
103,434.775634765625,98.74211120605469,1.0,248.18568420410156,218.1327667236328,0.999946117401123
104,435.20941162109375,98.5726089477539,1.0,244.74435424804688,224.5719757080078,0.9996877908706665
105,435.1925354003906,98.38140869140625,1.0,395.73553466796875,101.7482681274414,0.9999943971633911
106,434.7486267089844,98.06603240966797,1.0,404.2815246582031,108.94954681396484,1.0
107,6.757957458496094,378.6889343261719,7.072091102600098e-05,427.8299560546875,118.48897552490234,1.0
108,435.1795654296875,142.1255340576172,0.00013297796249389648,436.6764221191406,135.54310607910156,1.0
109,436.9828796386719,149.8645782470703,0.0002301931381225586,441.24749755859375,140.43492126464844,1.0
110,435.1184387207031,143.20993041992188,0.00034332275390625,441.1383361816406,135.28797912597656,1.0
111,435.14190673828125,138.9279022216797,0.000455707311630249,436.06646728515625,128.07334899902344,1.0
112,417.7922058105469,111.79190063476562,0.0002588033676147461,423.9219055175781,107.90960693359375,1.0
113,434.00555419921875,97.77046966552734,0.9999997615814209,410.4375305175781,95.73097229003906,0.9999998211860657
114,435.175537109375,97.7451400756836,1.0,398.9539794921875,90.64219665527344,0.9999669790267944
115,434.8248291015625,98.2046127319336,1.0,114.2559585571289,272.6305847167969,0.9803868532180786
116,434.6638488769531,98.44760131835938,1.0,114.90892028808594,273.9728088378906,0.9957464933395386
117,435.0552978515625,98.51358795166016,1.0,117.00239562988281,275.6419982910156,0.9982796907424927
118,435.19952392578125,98.2352294921875,1.0,242.43984985351562,226.20372009277344,0.9998341798782349
119,435.2102966308594,98.35635375976562,1.0,242.76351928710938,216.48614501953125,0.9998897314071655
120,435.1854553222656,98.34292602539062,1.0,241.17337036132812,211.7899932861328,0.99992835521698
121,435.1330871582031,98.41383361816406,1.0,236.38397216796875,208.67506408691406,0.9999319911003113
122,435.0322265625,98.85964965820312,1.0,230.01260375976562,209.4495391845703,0.9998588562011719
123,434.9332275390625,98.66787719726562,1.0,120.40145874023438,260.6105651855469,0.9996590614318848
124,434.8743896484375,98.58539581298828,1.0,118.65849304199219,260.8587341308594,0.9999684691429138
125,434.9804382324219,98.59893035888672,1.0,117.79239654541016,261.58636474609375,0.9999805688858032
126,435.0921325683594,98.77857971191406,1.0,116.54603576660156,263.32513427734375,0.9998965263366699
127,435.16070556640625,98.63268280029297,1.0,115.43956756591797,265.6910095214844,0.9994961023330688
128,435.19879150390625,98.7425308227539,1.0,113.39952087402344,271.1036071777344,0.9998055696487427
129,434.8804626464844,98.6539535522461,1.0,199.55824279785156,236.86866760253906,0.9995590448379517
130,434.8694152832031,98.80935668945312,1.0,198.04042053222656,238.81874084472656,0.999913215637207
131,434.8549499511719,98.94548034667969,1.0,113.4251708984375,276.4962158203125,0.9982352256774902
132,434.9925842285156,98.86701965332031,1.0,112.65938568115234,278.3819885253906,0.9310462474822998
133,434.9766540527344,99.03547668457031,1.0,193.1670379638672,249.09823608398438,0.37637943029403687
134,435.00048828125,99.0259780883789,1.0,113.08162689208984,286.0980529785156,0.9995810985565186
135,434.9067687988281,99.19183349609375,1.0,344.0174255371094,147.0315399169922,0.9997162222862244
136,435.0330810546875,99.17440032958984,1.0,359.15966796875,159.8466033935547,0.9981391429901123
137,434.9703674316406,99.05873107910156,1.0,383.7165832519531,178.07571411132812,0.999998927116394
138,434.85906982421875,98.7613754272461,1.0,399.7046203613281,202.54229736328125,0.9999998807907104
139,435.11358642578125,99.31206512451172,1.0,404.38323974609375,226.7027130126953,1.0
140,435.0511474609375,99.25432586669922,1.0,403.5866394042969,250.3186492919922,1.0
141,435.0157165527344,99.35983276367188,1.0,408.019287109375,257.0967712402344,1.0
142,435.66961669921875,99.41841125488281,1.0,420.259765625,250.03680419921875,1.0
143,204.01205444335938,266.3535461425781,0.0004565715789794922,430.62994384765625,242.84617614746094,1.0
144,204.16773986816406,267.4383544921875,0.0003294050693511963,443.9169616699219,222.75308227539062,0.9999996423721313
145,435.6317138671875,98.7506103515625,0.00548139214515686,447.1521301269531,189.7539825439453,0.9999955892562866
146,203.99615478515625,266.6499328613281,6.714463233947754e-05,430.6937255859375,161.736083984375,0.9999039173126221
147,433.7717590332031,98.43643188476562,0.032967954874038696,410.61810302734375,152.47955322265625,0.9984697699546814
148,435.08697509765625,97.58158111572266,0.009091943502426147,390.20135498046875,148.4866180419922,0.9999834895133972
149,415.0900573730469,95.97801208496094,0.010024070739746094,110.06180572509766,279.10223388671875,0.7970893383026123
150,436.1949157714844,96.50855255126953,0.9995410442352295,229.1734619140625,259.1417541503906,0.6874948143959045
151,228.96578979492188,251.75283813476562,0.0001812279224395752,237.603759765625,257.2005310058594,0.20929530262947083
152,242.10284423828125,236.2917022705078,0.00013178586959838867,242.32635498046875,248.47222900390625,0.9853998422622681
153,245.09304809570312,236.6228790283203,0.0008689463138580322,250.20022583007812,240.69577026367188,0.9999148845672607
154,436.3756408691406,98.39309692382812,0.3622646927833557,256.4488830566406,233.40423583984375,0.9911425113677979
155,410.61785888671875,97.17228698730469,0.0001837313175201416,255.1212921142578,231.91390991210938,0.9993088245391846
156,435.69915771484375,96.58381652832031,0.002063840627670288,253.85101318359375,226.60385131835938,0.9985225200653076
157,436.24993896484375,98.07699584960938,1.0,247.6051483154297,227.1505889892578,0.999745786190033
158,434.7104797363281,98.29238891601562,1.0,114.11686706542969,270.6513366699219,0.9999631643295288
159,434.3375244140625,96.41449737548828,0.0014149844646453857,113.03819274902344,273.3267517089844,0.999224066734314
160,111.96197509765625,264.1997375488281,0.000544428825378418,112.72549438476562,274.4742431640625,0.9993455410003662
161,106.84910583496094,262.21014404296875,0.00035265088081359863,110.91565704345703,277.0564880371094,0.9994004964828491
162,223.76931762695312,252.16741943359375,0.0002759993076324463,236.50611877441406,248.79058837890625,0.9924643039703369
163,228.6929931640625,251.54002380371094,0.0005369186401367188,228.51336669921875,257.0375061035156,0.9996190667152405
164,226.70921325683594,251.48098754882812,0.00025284290313720703,222.3500518798828,262.54864501953125,0.9996610879898071
165,433.95989990234375,95.94815063476562,0.6167199611663818,100.47716522216797,287.72479248046875,0.9621784687042236
166,95.22674560546875,282.31573486328125,5.9157609939575195e-05,100.47704315185547,286.40106201171875,0.8219086527824402
167,212.36312866210938,266.19281005859375,0.00018087029457092285,402.15643310546875,162.58282470703125,0.9999850392341614
168,206.10536193847656,268.8338317871094,0.001176208257675171,214.02859497070312,271.2786865234375,0.9952385425567627
169,432.9559326171875,99.61170959472656,0.9999957084655762,219.19007873535156,265.0997314453125,0.9999898076057434
170,433.3450012207031,97.20933532714844,0.9999998807907104,225.26502990722656,248.84994506835938,0.9999985694885254
171,433.7479553222656,97.81520080566406,1.0,230.94639587402344,231.28675842285156,0.9999990463256836
172,434.1981201171875,97.81640625,1.0,234.24366760253906,219.22410583496094,0.9998803734779358
173,433.9581298828125,97.68495178222656,1.0,236.29736328125,214.05276489257812,0.9998847246170044
174,434.68084716796875,97.67286682128906,1.0,116.01927185058594,260.88458251953125,0.9999954700469971
175,434.129150390625,97.29434967041016,1.0,113.82152557373047,260.3385314941406,0.9999955892562866
176,433.8629150390625,96.70384979248047,0.9999998807907104,241.0407257080078,223.1179656982422,0.9999362230300903
177,434.12237548828125,96.93916320800781,1.0,240.6398162841797,227.50250244140625,0.9998289942741394
178,433.8907775878906,96.63697052001953,1.0,242.32301330566406,232.0635986328125,0.9974020719528198
179,434.7976379394531,97.78211975097656,1.0,102.60491943359375,270.6795349121094,0.9987359046936035
180,434.0419616699219,97.5644760131836,1.0,101.9020004272461,270.8421325683594,0.9993946552276611
181,434.38726806640625,97.80403900146484,1.0,405.45257568359375,131.58999633789062,0.9999999403953552
182,434.7039489746094,97.64323425292969,1.0,410.7972106933594,130.32241821289062,0.9982757568359375
183,434.4046630859375,97.38236999511719,0.9999997615814209,412.9532470703125,126.50961303710938,0.9999961853027344
184,433.5215148925781,96.98085021972656,1.0,409.6397705078125,111.867919921875,0.9999963641166687
185,433.6627197265625,96.5257568359375,0.9999995827674866,106.52471923828125,269.5015869140625,0.9981753826141357
186,433.69549560546875,96.42996215820312,0.9999995231628418,236.43353271484375,227.24627685546875,0.9996659755706787
187,433.4559020996094,96.77687072753906,0.9999996423721313,110.6622085571289,273.19219970703125,0.9973822236061096
188,433.7606201171875,96.62969207763672,0.9999998807907104,113.77285766601562,271.72430419921875,0.9998918175697327
189,434.0953063964844,96.96533203125,1.0,115.92764282226562,264.3665466308594,0.9998855590820312
190,433.7840270996094,97.15941619873047,1.0,115.55829620361328,257.8168029785156,0.9999940991401672
191,433.8864440917969,97.45716857910156,1.0,240.23915100097656,209.54904174804688,0.9998741149902344
192,433.75250244140625,97.53919982910156,1.0,242.17469787597656,217.39862060546875,0.9990251064300537
193,433.288818359375,97.40230560302734,1.0,238.67088317871094,225.89535522460938,0.999955415725708
194,433.11871337890625,97.79179382324219,1.0,237.34970092773438,231.75880432128906,0.9986745119094849
195,433.6927490234375,97.39826202392578,1.0,232.5523681640625,239.62808227539062,0.9988303780555725
196,433.3619384765625,97.77310943603516,1.0,411.21295166015625,131.44500732421875,0.9999998807907104
197,421.457275390625,165.4047393798828,0.0002626776695251465,425.69561767578125,156.57354736328125,1.0
198,419.98968505859375,173.4010009765625,0.0003680586814880371,426.5545654296875,165.28195190429688,1.0
199,222.06590270996094,235.97325134277344,0.0008109211921691895,426.5007629394531,160.8690643310547,1.0
200,227.94065856933594,235.15481567382812,0.0009751617908477783,427.9237976074219,152.07623291015625,1.0
201,433.043701171875,137.7500457763672,0.0003822445869445801,431.3419189453125,128.5574188232422,0.9999998807907104
202,433.6736755371094,99.57329559326172,0.9905974864959717,419.0205383300781,93.5289077758789,0.8976818323135376
203,432.6281433105469,99.02886199951172,0.9999999403953552,107.23577117919922,270.4535217285156,0.9977529048919678
204,433.5158386230469,99.29188537597656,1.0,237.31033325195312,225.0880126953125,0.9955228567123413
205,433.5824890136719,99.05026245117188,1.0,239.5329132080078,216.37451171875,0.9836050868034363
206,433.693359375,98.81446075439453,1.0,236.546875,208.48814392089844,0.9999934434890747
207,433.52520751953125,98.6876220703125,1.0,116.09748077392578,262.0972900390625,0.9999962449073792
208,433.27691650390625,98.6718521118164,1.0,115.11189270019531,256.19708251953125,0.9999927878379822
209,433.0538635253906,98.65675354003906,1.0,239.94424438476562,209.04701232910156,0.9999921321868896
210,432.8106994628906,98.64236450195312,1.0,240.02967834472656,217.2270050048828,0.999773383140564
211,433.1895751953125,98.83922576904297,1.0,239.72686767578125,222.45010375976562,0.9999313354492188
212,433.2900390625,99.15777587890625,1.0,236.09832763671875,228.28958129882812,0.9999923706054688
213,433.2462158203125,98.77316284179688,1.0,231.1208953857422,234.10183715820312,0.9999833703041077
214,433.6254577636719,99.77911376953125,1.0,405.0050964355469,125.34201049804688,1.0
215,219.40396118164062,234.14877319335938,0.00067940354347229,425.93316650390625,144.36634826660156,1.0
216,219.4395294189453,234.4402313232422,0.0003216564655303955,424.31146240234375,163.5708465576172,1.0
217,420.2505187988281,172.6551055908203,0.00025534629821777344,424.52099609375,161.4588165283203,1.0
218,222.0977325439453,237.1515655517578,0.0004912912845611572,424.431396484375,156.77734375,1.0
219,435.76239013671875,148.9742431640625,0.00025090575218200684,433.2479248046875,137.8965301513672,1.0
220,431.80877685546875,115.24459838867188,0.0001698136329650879,427.1000671386719,111.23098754882812,0.999967098236084
221,433.69464111328125,99.4134521484375,1.0,236.69374084472656,229.08509826660156,0.9925367832183838
222,433.531494140625,99.86140441894531,1.0,108.18633270263672,270.64385986328125,0.9991188049316406
223,433.7414855957031,100.04756164550781,1.0,235.10940551757812,224.08062744140625,0.9996200203895569
224,433.6752624511719,99.63916778564453,1.0,235.36428833007812,214.08786010742188,0.9999956488609314
225,433.74481201171875,99.24430084228516,1.0,114.71432495117188,266.9834289550781,0.9999805092811584
226,433.63226318359375,98.54859161376953,1.0,115.26874542236328,260.145751953125,0.999998927116394
227,433.8501892089844,99.01580047607422,1.0,113.52708435058594,256.3646545410156,0.9999508857727051
228,433.6756591796875,98.94519805908203,1.0,240.8389434814453,210.4762725830078,0.9998997449874878
229,433.9523010253906,98.83769989013672,1.0,110.71444702148438,256.7294006347656,0.9993227124214172
230,433.5303039550781,98.85916900634766,1.0,241.0643310546875,218.53195190429688,0.9986655116081238
231,433.383056640625,99.40248107910156,1.0,237.866943359375,226.98985290527344,0.9997010231018066
232,433.47210693359375,99.10469818115234,1.0,231.39625549316406,233.24481201171875,0.9999740123748779
233,433.3281555175781,98.7011489868164,1.0,414.82958984375,124.01287841796875,0.9999997615814209
234,433.83612060546875,155.46731567382812,0.00035962462425231934,431.0122985839844,145.3666229248047,1.0
235,222.19601440429688,236.2495574951172,0.000489652156829834,427.8179931640625,160.5561065673828,1.0
236,222.15826416015625,236.96714782714844,0.0005860626697540283,425.83941650390625,160.72325134277344,1.0
237,222.9759979248047,238.01275634765625,0.0006264150142669678,425.4321594238281,153.01861572265625,1.0
238,223.7658233642578,236.068359375,0.00037041306495666504,430.943115234375,132.1867218017578,1.0
239,223.09036254882812,235.1341552734375,0.00011280179023742676,429.69061279296875,102.24784851074219,0.998759388923645
240,434.1355285644531,99.24927520751953,1.0,236.39093017578125,230.12054443359375,0.989018440246582
241,434.235107421875,99.30042266845703,1.0,109.6828842163086,272.2365417480469,0.9987512826919556
242,434.2169494628906,99.28340148925781,1.0,236.6269073486328,223.7772674560547,0.9992305040359497
243,434.70166015625,98.88629913330078,1.0,238.21449279785156,213.39852905273438,0.9997214078903198
244,434.5532531738281,99.06978607177734,1.0,116.32540130615234,265.9686584472656,0.9999922513961792
245,434.5612487792969,99.14139556884766,1.0,116.14511108398438,259.1717834472656,0.9999954700469971
246,434.29559326171875,99.12841796875,1.0,114.0053482055664,256.59783935546875,0.999966025352478
247,434.5477294921875,99.26994323730469,1.0,241.2516326904297,209.80191040039062,0.9999962449073792
248,434.5481872558594,99.60916137695312,1.0,243.12847900390625,213.7056884765625,0.999944806098938
249,434.4544372558594,99.66170501708984,1.0,241.46603393554688,220.95680236816406,0.9999085664749146
250,434.88739013671875,99.09335327148438,1.0,238.46766662597656,228.58535766601562,0.9999912977218628
251,434.91876220703125,99.18803405761719,1.0,236.9346466064453,232.5474395751953,0.9312717914581299
252,435.4522399902344,99.50548553466797,1.0,231.42205810546875,238.3823699951172,0.9996944069862366
253,219.8347625732422,234.16751098632812,0.00032585859298706055,431.613525390625,148.01646423339844,1.0
254,220.7680206298828,233.8861083984375,0.00037536025047302246,436.0151672363281,171.706787109375,1.0
255,228.88067626953125,235.34503173828125,0.0007163286209106445,435.94183349609375,174.21762084960938,1.0
256,228.1822052001953,235.8612823486328,0.001114964485168457,432.2936096191406,175.48036193847656,1.0
257,228.47430419921875,236.2571258544922,0.00045803189277648926,431.4701232910156,167.8799591064453,1.0
258,436.8970947265625,163.58935546875,0.00020557641983032227,440.638916015625,150.1932373046875,1.0
259,435.9401550292969,139.11376953125,0.00036528706550598145,438.7967529296875,127.96138000488281,1.0
260,436.02947998046875,99.39608001708984,0.7413573265075684,106.64193725585938,261.9529724121094,0.9807335734367371
261,435.5376281738281,99.75496673583984,1.0,108.1748275756836,268.74298095703125,0.9997676610946655
262,435.3560791015625,99.50291442871094,1.0,239.37020874023438,224.58792114257812,0.99457848072052
263,435.0403137207031,99.09247589111328,1.0,241.66383361816406,218.0575408935547,0.9977759122848511
264,434.5557861328125,98.64228820800781,1.0,239.8577117919922,210.62069702148438,0.9999808073043823
265,434.6458740234375,98.71812438964844,1.0,116.12223815917969,264.3285217285156,0.9998658299446106
266,434.9217529296875,98.19673919677734,1.0,115.15968322753906,259.1694641113281,0.9999973773956299
267,434.57012939453125,98.4525375366211,1.0,241.2555694580078,205.95993041992188,0.9999551177024841
268,434.6511535644531,98.87261199951172,1.0,243.37940979003906,209.42018127441406,0.9999990463256836
269,434.86981201171875,99.02164459228516,1.0,244.02110290527344,213.03868103027344,0.9999805092811584
270,434.6038513183594,99.2974853515625,1.0,243.0218963623047,221.90383911132812,0.9999958872795105
271,434.5860290527344,99.35640716552734,1.0,240.2564697265625,227.1387176513672,0.999980628490448
272,434.6161804199219,99.29940032958984,1.0,239.9404754638672,232.0874481201172,0.9920575618743896
273,435.1395568847656,99.54185485839844,1.0,414.43890380859375,122.12164306640625,0.9998581409454346
274,435.5160217285156,155.20423889160156,0.001252591609954834,434.1823425292969,144.67825317382812,1.0
275,228.57296752929688,234.9894561767578,0.0006218552589416504,434.3323059082031,165.92141723632812,1.0
276,228.68350219726562,235.26275634765625,0.0006993412971496582,433.410400390625,166.0544891357422,1.0
277,222.43516540527344,237.4606475830078,0.0006768405437469482,425.8205871582031,165.78756713867188,1.0
278,223.27398681640625,236.70545959472656,0.00047892332077026367,434.9714050292969,151.95628356933594,1.0
279,435.94488525390625,141.3778533935547,0.00041219592094421387,436.997314453125,132.20693969726562,1.0
