scorer,DLC_resnet50_bottom-tongue-trackingAug2shuffle1_1030000,DLC_resnet50_bottom-tongue-trackingAug2shuffle1_1030000,DLC_resnet50_bottom-tongue-trackingAug2shuffle1_1030000,DLC_resnet50_bottom-tongue-trackingAug2shuffle1_1030000,DLC_resnet50_bottom-tongue-trackingAug2shuffle1_1030000,DLC_resnet50_bottom-tongue-trackingAug2shuffle1_1030000
bodyparts,Sprout,Sprout,Sprout,TongueTip,TongueTip,TongueTip
coords,x,y,likelihood,x,y,likelihood
97,345.5192565917969,122.31900787353516,1.0,357.3979797363281,132.6933135986328,8.314847946166992e-06
98,345.51165771484375,122.34671783447266,1.0,357.5714416503906,132.53512573242188,1.0371208190917969e-05
99,345.53326416015625,122.28781127929688,1.0,357.2950744628906,132.72793579101562,8.761882781982422e-06
100,345.46014404296875,122.36050415039062,1.0,357.6619873046875,132.56297302246094,5.781650543212891e-06
101,345.53875732421875,122.06156158447266,1.0,352.9145812988281,128.6369171142578,2.8908252716064453e-06
102,345.3240661621094,121.79261016845703,1.0,364.5335693359375,132.31793212890625,4.0024518966674805e-05
103,345.43829345703125,121.30807495117188,1.0,364.11767578125,133.29840087890625,9.745359420776367e-06
104,345.65667724609375,122.13982391357422,1.0,359.8199462890625,148.29794311523438,0.00040650367736816406
105,345.4592590332031,121.73844909667969,1.0,351.53753662109375,156.25794982910156,0.9999947547912598
106,345.698974609375,122.26702117919922,1.0,351.56243896484375,150.2864532470703,1.0
107,346.26947021484375,122.454833984375,0.45258548855781555,350.1243896484375,131.46563720703125,1.0
108,349.50042724609375,129.042236328125,4.6253204345703125e-05,345.7641906738281,127.3971176147461,1.0
109,347.11749267578125,122.64875793457031,4.884600639343262e-05,342.2164611816406,123.83013153076172,1.0
110,347.3774108886719,122.91444396972656,3.337860107421875e-05,344.8846130371094,123.83544158935547,1.0
111,348.0438232421875,124.78824615478516,9.825825691223145e-05,349.5735778808594,131.8320770263672,1.0
112,344.9100036621094,121.54842376708984,1.0,348.01495361328125,137.9914093017578,1.0
113,346.3424072265625,121.931640625,1.0,352.0762634277344,148.38372802734375,1.0
114,346.4755554199219,122.19795227050781,1.0,356.1969909667969,148.85731506347656,0.792747974395752
115,345.7401428222656,121.6527099609375,1.0,351.71649169921875,133.26853942871094,3.74913215637207e-05
116,345.5035400390625,121.87520599365234,1.0,355.1932373046875,133.74107360839844,1.043081283569336e-05
117,345.3572082519531,122.30492401123047,1.0,351.853271484375,128.8422088623047,5.751848220825195e-06
118,345.34405517578125,122.33110046386719,1.0,352.16619873046875,129.09544372558594,4.26173210144043e-06
119,345.4378662109375,122.425048828125,1.0,352.07586669921875,129.19271850585938,5.155801773071289e-06
120,345.4681701660156,122.43569946289062,1.0,351.5492248535156,129.3941192626953,9.357929229736328e-06
121,345.39813232421875,122.39102172851562,1.0,351.84588623046875,129.20957946777344,8.761882781982422e-06
122,345.7478332519531,122.46604919433594,1.0,2.5247437953948975,444.7526550292969,6.735324859619141e-06
123,345.8417663574219,121.6134262084961,1.0,355.8782043457031,132.89573669433594,1.33514404296875e-05
124,345.75616455078125,121.71121215820312,1.0,355.9774475097656,133.11572265625,1.2278556823730469e-05
125,346.06451416015625,121.75479125976562,1.0,356.77874755859375,132.91964721679688,0.0008282363414764404
126,346.0591125488281,122.31887817382812,1.0,356.69671630859375,133.2093505859375,0.0001971423625946045
127,346.1083679199219,122.25045776367188,1.0,356.7696838378906,133.29640197753906,0.00017324090003967285
128,345.8368225097656,121.57489013671875,1.0,356.23114013671875,133.0212860107422,2.428889274597168e-05
129,345.7430419921875,121.33746337890625,1.0,4.585153579711914,478.0485534667969,1.2814998626708984e-05
130,345.94439697265625,121.46900177001953,1.0,352.4931945800781,128.27792358398438,9.000301361083984e-06
131,345.98419189453125,121.57035827636719,1.0,352.1105651855469,128.35714721679688,9.328126907348633e-06
132,346.2769775390625,121.55550384521484,1.0,358.10430908203125,132.17495727539062,0.0004909634590148926
133,346.2955017089844,121.54154968261719,1.0,356.8402099609375,132.06358337402344,6.410479545593262e-05
134,346.271728515625,121.64051055908203,1.0,357.4667053222656,131.85360717773438,0.0005961358547210693
135,346.29595947265625,121.48226165771484,1.0,341.2038879394531,210.87318420410156,0.9644488096237183
136,346.33319091796875,121.6181869506836,1.0,349.3011474609375,200.50379943847656,0.007160693407058716
137,346.2468566894531,122.20069885253906,1.0,353.79095458984375,179.67926025390625,1.0
138,346.2444763183594,122.44215393066406,1.0,369.3701171875,165.5423126220703,0.9997842311859131
139,346.5357360839844,122.95558166503906,1.0,369.5742492675781,165.7725067138672,0.9999997019767761
140,346.3815002441406,123.10606384277344,1.0,366.5218200683594,160.15194702148438,1.0
141,346.3927307128906,122.09736633300781,1.0,356.7945861816406,152.8168182373047,1.0
142,345.3526611328125,122.30496215820312,0.9988737106323242,353.28106689453125,142.78933715820312,1.0
143,346.8987731933594,116.48635864257812,0.0005765557289123535,349.7547302246094,133.63113403320312,1.0
144,362.00091552734375,128.14324951171875,2.1070241928100586e-05,351.8840026855469,126.47877502441406,1.0
145,355.1837158203125,112.95034790039062,3.606081008911133e-06,355.2447204589844,120.14225769042969,1.0
146,1.0525102615356445,0.3017711639404297,5.364418029785156e-07,354.62109375,119.41217803955078,0.009628146886825562
147,344.2503356933594,121.4944076538086,1.0,357.0025634765625,149.23333740234375,0.006224125623703003
148,342.0196228027344,130.8805694580078,2.175569534301758e-06,129.97357177734375,439.18341064453125,0.003652513027191162
149,1.052426815032959,0.3017759323120117,5.364418029785156e-07,4.938396453857422,476.0700988769531,3.5762786865234375e-07
150,1.053037166595459,0.3012275695800781,5.364418029785156e-07,4.893810272216797,476.11688232421875,2.682209014892578e-07
151,1.052781343460083,0.3007843494415283,5.960464477539062e-07,4.927004814147949,476.0498352050781,2.980232238769531e-07
152,343.8861083984375,123.55513763427734,1.0,348.76763916015625,129.4994354248047,2.0682811737060547e-05
153,1.0529289245605469,0.2958841323852539,5.066394805908203e-07,4.9998860359191895,1.1293227672576904,1.4901161193847656e-07
154,1.0528876781463623,0.29548192024230957,5.960464477539062e-07,515.439208984375,455.1458435058594,5.960464477539062e-07
155,341.4180603027344,122.61300659179688,0.023858696222305298,341.3935241699219,130.87698364257812,3.069639205932617e-06
156,342.7377014160156,122.0544662475586,0.9999998807907104,348.9411926269531,129.4239501953125,6.258487701416016e-07
157,1.0526936054229736,0.2957158088684082,5.066394805908203e-07,5.087479114532471,476.1572265625,8.940696716308594e-08
158,1.0527608394622803,0.29596400260925293,5.066394805908203e-07,4.578634738922119,476.46685791015625,1.7881393432617188e-07
159,347.6797180175781,136.35797119140625,1.0,364.424072265625,149.63389587402344,0.0029457807540893555
160,346.88018798828125,137.4496612548828,1.0,349.57904052734375,136.87611389160156,0.0006066262722015381
161,345.7380676269531,141.41973876953125,1.0,346.9568176269531,131.9911651611328,0.1274988353252411
162,346.96588134765625,141.92015075683594,0.9999999403953552,345.9444274902344,130.24295043945312,0.942097544670105
163,347.8551330566406,141.31895446777344,0.9999991655349731,346.08416748046875,129.3854522705078,0.9966250658035278
164,345.3435974121094,143.27418518066406,1.0,348.3135986328125,137.743408203125,0.00020632147789001465
165,348.2339172363281,135.14398193359375,0.9999990463256836,347.82000732421875,172.47607421875,0.9903327822685242
166,1.0539493560791016,0.2979247570037842,5.364418029785156e-07,354.9495849609375,171.5482635498047,0.15509116649627686
167,341.55804443359375,121.50515747070312,2.950429916381836e-06,4.687060356140137,476.48944091796875,1.7881393432617188e-07
168,1.054048776626587,0.29744458198547363,5.066394805908203e-07,179.1795654296875,388.1588439941406,5.218386650085449e-05
169,343.4276123046875,130.82852172851562,0.999980092048645,189.18734741210938,392.39080810546875,0.9762313365936279
170,345.4772033691406,123.4677963256836,1.0,191.66580200195312,394.37835693359375,0.9976334571838379
171,345.7255859375,127.17245483398438,1.0,197.48159790039062,395.9446105957031,1.0
172,345.9948425292969,123.95262145996094,1.0,203.76837158203125,395.13031005859375,0.4824430048465729
173,345.7789611816406,124.28346252441406,1.0,356.68585205078125,133.55709838867188,0.00012415647506713867
174,345.8374938964844,124.00381469726562,1.0,356.6771240234375,133.9077606201172,2.9385089874267578e-05
175,345.64312744140625,122.9598617553711,1.0,379.95172119140625,455.7006530761719,2.2470951080322266e-05
176,344.33984375,122.80292510986328,1.0,351.2967834472656,129.2696990966797,5.692243576049805e-06
177,343.88299560546875,122.41280364990234,1.0,351.24334716796875,128.7858123779297,5.453824996948242e-06
178,343.99896240234375,122.72357177734375,1.0,351.5379333496094,128.99652099609375,5.21540641784668e-06
179,346.1509094238281,123.13951110839844,1.0,356.87200927734375,133.57711791992188,3.018975257873535e-05
180,346.313232421875,123.28136444091797,1.0,356.2861633300781,179.13589477539062,0.360683798789978
181,345.62451171875,123.2319564819336,1.0,347.6168518066406,154.9605712890625,0.5041287541389465
182,345.14508056640625,122.59696960449219,1.0,343.23248291015625,152.62489318847656,0.3838874101638794
183,344.78961181640625,123.02915954589844,1.0,516.6361694335938,471.18194580078125,0.0005582273006439209
184,344.5272521972656,123.20760345458984,1.0,353.8121032714844,149.31573486328125,0.9568871259689331
185,344.3954162597656,122.92176055908203,1.0,350.5553894042969,129.28256225585938,1.1354684829711914e-05
186,344.9570007324219,122.49136352539062,1.0,351.5621643066406,128.92349243164062,7.033348083496094e-06
187,344.9491271972656,122.4715347290039,1.0,351.653076171875,129.1336669921875,8.13603401184082e-06
188,344.6173400878906,122.2110595703125,1.0,364.3041076660156,133.84361267089844,0.0015858709812164307
189,344.2407531738281,122.45575714111328,1.0,357.49884033203125,133.0940704345703,9.98377799987793e-06
190,344.2727966308594,122.59770965576172,1.0,351.5609130859375,129.12881469726562,8.463859558105469e-06
191,344.31451416015625,122.69168853759766,1.0,351.4046630859375,128.88174438476562,8.493661880493164e-06
192,344.31536865234375,122.56523895263672,1.0,351.8094177246094,128.87879943847656,6.020069122314453e-06
193,344.11273193359375,122.546142578125,1.0,351.2573547363281,129.03732299804688,7.271766662597656e-06
194,343.9652099609375,122.65657043457031,1.0,351.3490295410156,128.75497436523438,5.5730342864990234e-06
195,344.3910827636719,122.79177856445312,1.0,366.9118347167969,181.37278747558594,0.00021505355834960938
196,344.0505065917969,122.8537826538086,1.0,351.4651794433594,145.7158660888672,0.9999734163284302
197,363.29803466796875,138.0178680419922,6.261467933654785e-05,358.4911193847656,137.7279815673828,1.0
198,362.8168640136719,136.1875,6.145238876342773e-05,356.0871276855469,133.869140625,1.0
199,363.647705078125,135.32411193847656,3.650784492492676e-05,356.9825134277344,131.7792510986328,1.0
200,364.24664306640625,135.19635009765625,3.1620264053344727e-05,357.20416259765625,130.9876251220703,1.0
201,364.0776062011719,135.0519561767578,2.8192996978759766e-05,357.3144836425781,130.86874389648438,1.0
202,345.8956298828125,123.67359924316406,1.0,359.8758850097656,138.02719116210938,1.0
203,346.21533203125,126.08560180664062,1.0,352.9504089355469,141.26841735839844,0.0321163535118103
204,346.2947692871094,124.49576568603516,1.0,351.8172607421875,139.92356872558594,0.0012530684471130371
205,345.1372985839844,122.1727523803711,1.0,351.53607177734375,129.1169891357422,1.9788742065429688e-05
206,345.1046142578125,122.11526489257812,1.0,351.7638244628906,129.3090057373047,1.5795230865478516e-05
207,345.16070556640625,122.09083557128906,1.0,357.7255859375,133.3850860595703,2.3424625396728516e-05
208,345.09271240234375,122.453857421875,1.0,364.41510009765625,134.65463256835938,0.004724234342575073
209,345.2342834472656,122.59147644042969,1.0,363.8577880859375,134.192138671875,0.031475335359573364
210,345.4013671875,122.6897964477539,1.0,364.50823974609375,141.046630859375,0.9635655283927917
211,345.612060546875,122.47709655761719,1.0,363.743408203125,138.9729766845703,0.5054093599319458
212,345.5023193359375,122.42752838134766,1.0,363.4178466796875,135.93675231933594,0.0013497471809387207
213,345.45751953125,122.4242172241211,1.0,363.30670166015625,140.9890899658203,0.0017598271369934082
214,345.7720947265625,122.37141418457031,1.0,351.9718017578125,139.07725524902344,0.02811536192893982
215,342.6925964355469,120.53660583496094,0.0009677410125732422,354.3756408691406,142.40565490722656,1.0
216,361.670654296875,137.243896484375,5.075335502624512e-05,352.94512939453125,137.0152130126953,1.0
217,348.6509094238281,124.160400390625,0.00012740492820739746,352.7281494140625,133.56228637695312,1.0
218,348.85205078125,124.23793029785156,0.0002886652946472168,352.9542541503906,133.7549285888672,1.0
219,349.188720703125,123.99073791503906,0.0002180933952331543,353.6886291503906,132.8155059814453,1.0
220,362.3358154296875,136.47836303710938,4.279613494873047e-05,354.3457946777344,135.1146697998047,1.0
221,346.8604736328125,125.21749114990234,1.0,354.53204345703125,143.6419677734375,0.9999944567680359
222,345.8466796875,125.32588195800781,1.0,353.0704650878906,140.14083862304688,0.0019971132278442383
223,346.2179260253906,122.88128662109375,1.0,356.2373046875,135.00308227539062,7.039308547973633e-05
224,345.7082824707031,122.33197784423828,1.0,364.8152770996094,139.0407257080078,0.00016736984252929688
225,345.3634948730469,122.06712341308594,1.0,356.2138671875,133.88912963867188,8.046627044677734e-06
226,345.5165710449219,122.1756591796875,1.0,357.0002136230469,134.6571807861328,5.933642387390137e-05
227,345.5533752441406,122.17816162109375,1.0,364.16290283203125,140.20887756347656,0.833621621131897
228,345.50042724609375,122.55577850341797,1.0,356.7359313964844,134.39308166503906,0.0007581114768981934
229,345.482421875,122.58677673339844,1.0,356.5498352050781,133.4869842529297,9.804964065551758e-05
230,345.6103210449219,122.86265563964844,1.0,357.58172607421875,133.60826110839844,0.00013324618339538574
231,345.6158447265625,122.97892761230469,1.0,362.9111328125,135.09848022460938,0.003280341625213623
232,345.9459228515625,122.62089538574219,1.0,355.04998779296875,154.8443145751953,0.016736090183258057
233,345.4849853515625,122.82561492919922,1.0,351.7408142089844,138.1692352294922,0.9996507167816162
234,348.5459899902344,124.79804229736328,0.000243455171585083,353.9095458984375,135.91981506347656,1.0
235,349.24603271484375,125.37824249267578,8.851289749145508e-05,352.68414306640625,134.6776580810547,1.0
236,349.25128173828125,125.06309509277344,6.777048110961914e-05,352.5909729003906,134.01315307617188,1.0
237,348.7699279785156,124.51001739501953,0.00021451711654663086,352.1439514160156,133.1549835205078,1.0
238,347.7216491699219,121.80685424804688,0.009253203868865967,352.9376220703125,131.6781005859375,1.0
239,343.6689147949219,122.03791046142578,0.9999986886978149,352.3794250488281,138.52694702148438,1.0
240,346.7752380371094,125.55915832519531,1.0,349.5104675292969,143.75802612304688,0.9982442259788513
241,345.7817077636719,123.16400909423828,1.0,351.4418029785156,138.26011657714844,6.127357482910156e-05
242,345.4742736816406,122.42063903808594,1.0,351.3043518066406,133.3424835205078,1.7076730728149414e-05
243,345.5115661621094,122.09800720214844,1.0,355.65887451171875,133.5732421875,1.1831521987915039e-05
244,345.6274108886719,122.12409973144531,1.0,364.0484313964844,135.71697998046875,9.47415828704834e-05
245,345.490966796875,121.97569274902344,1.0,364.14752197265625,135.98001098632812,3.9577484130859375e-05
246,345.5335388183594,122.1407241821289,1.0,364.947021484375,133.9942626953125,0.6129898428916931
247,345.401611328125,122.19941711425781,1.0,357.6919860839844,132.80764770507812,0.0002670884132385254
248,345.61309814453125,122.51229858398438,1.0,363.8373107910156,133.37197875976562,0.8346585631370544
249,345.5452575683594,122.6424560546875,1.0,363.5057067871094,133.7992706298828,0.012807339429855347
250,345.06689453125,122.73768615722656,1.0,356.5741271972656,132.91650390625,0.00017568469047546387
251,345.57666015625,123.21748352050781,1.0,357.6903381347656,135.26649475097656,0.0005906522274017334
252,345.2346496582031,123.26939392089844,1.0,349.9913024902344,138.46585083007812,0.0016622543334960938
253,348.9443359375,122.04375457763672,0.0002892613410949707,354.56219482421875,129.41891479492188,1.0
254,350.0735168457031,129.6243133544922,2.3096799850463867e-05,349.81329345703125,128.4246826171875,1.0
255,349.2867126464844,128.53831481933594,6.10649585723877e-05,346.39794921875,126.19953155517578,1.0
256,349.3270263671875,128.47377014160156,5.698204040527344e-05,346.63690185546875,125.92559814453125,1.0
257,349.8875427246094,129.3895721435547,2.849102020263672e-05,349.12542724609375,126.66009521484375,1.0
258,349.783203125,127.09074401855469,2.142786979675293e-05,348.77752685546875,122.88134002685547,1.0
259,349.3165283203125,124.8354263305664,3.814697265625e-05,348.3653869628906,128.34605407714844,1.0
260,345.310791015625,122.2482681274414,1.0,347.3096008300781,133.96177673339844,1.0
261,346.5667724609375,123.88593292236328,1.0,352.37689208984375,140.52565002441406,0.5552248358726501
262,345.8887634277344,122.25709533691406,1.0,351.54998779296875,129.8446044921875,1.004338264465332e-05
263,345.7828063964844,122.34294128417969,1.0,356.4813232421875,133.9452362060547,6.669759750366211e-05
264,345.6338195800781,122.13585662841797,1.0,357.06304931640625,133.26556396484375,0.00014320015907287598
265,345.61273193359375,122.395751953125,1.0,352.06866455078125,129.03329467773438,7.420778274536133e-06
266,345.6144104003906,122.52293395996094,1.0,351.73712158203125,129.01817321777344,1.0371208190917969e-05
267,345.9177551269531,122.63528442382812,1.0,356.8731994628906,134.7291717529297,3.0666589736938477e-05
268,345.61163330078125,122.40776062011719,1.0,356.5703125,133.6803741455078,5.882978439331055e-05
269,345.64141845703125,122.28108978271484,1.0,356.13897705078125,133.47003173828125,1.856684684753418e-05
270,345.6030578613281,122.29009246826172,1.0,356.4107360839844,133.3132781982422,5.328655242919922e-05
271,345.6022644042969,122.46170043945312,1.0,356.1800231933594,133.61952209472656,2.709031105041504e-05
272,345.7152404785156,122.32722473144531,1.0,356.2444152832031,135.05270385742188,0.0001678168773651123
