scorer,DLC_resnet50_bottom-tongue-trackingAug2shuffle1_1030000,DLC_resnet50_bottom-tongue-trackingAug2shuffle1_1030000,DLC_resnet50_bottom-tongue-trackingAug2shuffle1_1030000,DLC_resnet50_bottom-tongue-trackingAug2shuffle1_1030000,DLC_resnet50_bottom-tongue-trackingAug2shuffle1_1030000,DLC_resnet50_bottom-tongue-trackingAug2shuffle1_1030000
bodyparts,Sprout,Sprout,Sprout,TongueTip,TongueTip,TongueTip
coords,x,y,likelihood,x,y,likelihood
5498,361.8543701171875,122.29051208496094,3.1828880310058594e-05,351.5643615722656,122.51226806640625,1.0
5499,350.07696533203125,127.31240844726562,1.3321638107299805e-05,349.2201232910156,123.12373352050781,1.0
5500,348.8666076660156,121.82420349121094,0.00011196732521057129,354.3682556152344,128.3040313720703,1.0
5501,344.8441467285156,122.38777160644531,1.0,348.27044677734375,135.16876220703125,1.0
5502,346.1787109375,122.27397155761719,1.0,344.8634948730469,133.20999145507812,0.0021102726459503174
5503,345.7783203125,122.07627868652344,1.0,365.7079162597656,147.83767700195312,2.822279930114746e-05
5504,345.27423095703125,122.27125549316406,1.0,351.9068298339844,129.16552734375,7.987022399902344e-06
5505,345.3968505859375,122.42854309082031,1.0,351.50341796875,128.8663330078125,8.13603401184082e-06
5506,345.30712890625,122.22542572021484,1.0,352.09820556640625,128.7776336669922,5.692243576049805e-06
5507,345.2406921386719,122.10504150390625,1.0,351.82928466796875,128.5499725341797,6.22868537902832e-06
5508,345.1718444824219,122.46187591552734,1.0,351.5353088378906,128.87094116210938,7.12275505065918e-06
5509,345.5030517578125,122.47440338134766,1.0,351.5372314453125,128.94821166992188,6.467103958129883e-06
5510,345.5624084472656,122.32611846923828,1.0,351.7637634277344,128.7208709716797,7.241964340209961e-06
5511,345.42205810546875,122.19151306152344,1.0,351.70257568359375,128.94065856933594,7.12275505065918e-06
5512,345.2567443847656,122.17609405517578,1.0,355.8719482421875,132.96209716796875,8.314847946166992e-06
5513,345.5457458496094,122.21739959716797,1.0,355.7951965332031,133.53759765625,6.586313247680664e-06
5514,345.8818664550781,122.4285888671875,1.0,357.0126647949219,134.7557373046875,3.713369369506836e-05
5515,345.81329345703125,122.31848907470703,1.0,355.4173278808594,139.10015869140625,0.9958961009979248
5516,344.79486083984375,121.47650146484375,1.0,356.3181457519531,139.4536590576172,1.0
5517,349.5822448730469,124.16770935058594,0.00014525651931762695,356.0543518066406,134.77120971679688,1.0
5518,350.33447265625,124.59832000732422,2.6464462280273438e-05,352.1151123046875,129.07765197753906,1.0
5519,362.0987243652344,127.56780242919922,2.1576881408691406e-05,352.15301513671875,127.18621063232422,1.0
5520,350.539306640625,127.97883605957031,2.384185791015625e-05,351.4197692871094,123.64327239990234,1.0
5521,362.8533020019531,120.52017211914062,5.459785461425781e-05,353.1279602050781,118.1917495727539,1.0
5522,357.1330261230469,112.22824096679688,1.2010335922241211e-05,351.02142333984375,113.87870025634766,1.0
5523,347.5023193359375,109.89981842041016,4.425644874572754e-05,349.76812744140625,118.16815185546875,1.0
5524,349.4390869140625,123.05425262451172,1.7136335372924805e-05,350.7789306640625,126.4155502319336,1.0
5525,345.1606750488281,121.59608459472656,1.0,351.9454650878906,138.72817993164062,1.0
5526,345.5369567871094,121.85321807861328,1.0,350.26092529296875,133.5199432373047,5.701184272766113e-05
5527,345.29913330078125,121.95081329345703,1.0,350.8553771972656,132.46018981933594,0.0006955265998840332
5528,345.17578125,122.30146026611328,1.0,351.4107971191406,129.1796875,9.47713851928711e-06
5529,345.1357421875,122.21955108642578,1.0,351.5873718261719,128.74391174316406,6.67572021484375e-06
5530,345.2023010253906,122.14558410644531,1.0,351.9530029296875,128.75302124023438,5.662441253662109e-06
5531,345.17742919921875,122.20767211914062,1.0,351.8011474609375,128.84410095214844,6.407499313354492e-06
5532,344.9370422363281,122.22785949707031,1.0,351.66827392578125,128.98074340820312,5.8710575103759766e-06
5533,345.166748046875,122.30735778808594,1.0,351.8244323730469,128.87066650390625,6.496906280517578e-06
5534,344.9974670410156,122.40985107421875,1.0,351.7770080566406,129.01341247558594,5.334615707397461e-06
5535,344.94854736328125,122.42247009277344,1.0,351.78118896484375,128.9718475341797,5.513429641723633e-06
5536,345.255615234375,122.52050018310547,1.0,351.5065002441406,128.978515625,6.318092346191406e-06
5537,345.48638916015625,122.2524185180664,1.0,351.8597106933594,129.01654052734375,5.3942203521728516e-06
5538,345.2253723144531,122.48089599609375,1.0,351.6346740722656,129.06182861328125,6.3478946685791016e-06
5539,345.2333679199219,122.47637176513672,1.0,350.42413330078125,134.13796997070312,0.01369631290435791
5540,346.9299621582031,125.33905792236328,0.0005646646022796631,347.41082763671875,134.8634490966797,1.0
5541,345.3869934082031,117.48638153076172,0.0041682422161102295,342.363525390625,133.71240234375,1.0
5542,347.9955749511719,134.76942443847656,9.399652481079102e-05,340.4716796875,129.81593322753906,1.0
5543,347.07586669921875,122.99854278564453,4.4286251068115234e-05,341.29376220703125,124.9491195678711,1.0
5544,347.140380859375,109.56901550292969,0.0005270242691040039,343.1741638183594,115.27961730957031,1.0
5545,347.6565856933594,110.029052734375,0.003656059503555298,344.8028869628906,116.5042724609375,1.0
5546,353.2182922363281,115.1508560180664,0.00019282102584838867,347.5264892578125,119.59001922607422,1.0
5547,345.0979309082031,116.47111511230469,0.999998927116394,351.1218566894531,128.93080139160156,1.0
5548,344.6811828613281,122.18341827392578,1.0,348.3213195800781,134.7301483154297,1.0
5549,346.06280517578125,121.3754653930664,1.0,350.797607421875,139.7179412841797,0.0491945743560791
5550,346.10589599609375,121.5733413696289,1.0,357.0487976074219,134.81402587890625,0.0009737312793731689
5551,345.8778991699219,121.55332946777344,1.0,357.2166442871094,133.77490234375,0.0003775060176849365
5552,345.44512939453125,121.7255630493164,1.0,351.9693298339844,128.8343963623047,9.98377799987793e-06
5553,345.5672607421875,121.99037170410156,1.0,365.80975341796875,139.3059539794922,0.0008332133293151855
5554,345.5773010253906,122.1297378540039,1.0,364.59320068359375,140.82440185546875,0.0012459158897399902
5555,345.5026550292969,122.38451385498047,1.0,356.63629150390625,134.6998748779297,1.2218952178955078e-05
5556,345.47698974609375,122.38873291015625,1.0,352.0487365722656,129.19113159179688,6.198883056640625e-06
5557,345.3279113769531,122.56983184814453,1.0,351.7940368652344,129.38406372070312,7.68899917602539e-06
5558,345.6380310058594,122.20018005371094,1.0,380.5462646484375,458.1101379394531,4.3720006942749023e-05
5559,345.3327941894531,122.20840454101562,1.0,356.478759765625,133.43667602539062,1.9848346710205078e-05
5560,345.4704895019531,122.33604431152344,1.0,356.83453369140625,133.55978393554688,1.4096498489379883e-05
5561,345.3661193847656,122.4390640258789,1.0,357.0793762207031,133.75392150878906,8.779764175415039e-05
5562,345.1977844238281,122.72932434082031,1.0,352.4981384277344,137.87489318847656,0.03582477569580078
5563,344.9544982910156,121.74325561523438,1.0,357.04010009765625,136.21546936035156,1.0
5564,348.9498596191406,122.58335876464844,0.0005104243755340576,356.87823486328125,131.49685668945312,1.0
5565,363.38653564453125,127.60482025146484,6.145238876342773e-05,358.70361328125,124.62218475341797,1.0
5566,363.9632568359375,127.13749694824219,4.7713518142700195e-05,358.179443359375,123.64224243164062,1.0
5567,363.8695068359375,127.45735168457031,5.1081180572509766e-05,357.8750305175781,124.7319564819336,1.0
5568,362.7815856933594,128.36245727539062,4.684925079345703e-05,356.9739074707031,126.97114562988281,1.0
5569,353.8548278808594,116.25678253173828,0.00011366605758666992,359.18731689453125,124.73582458496094,1.0
5570,348.3169860839844,122.48554229736328,0.002080172300338745,354.9873352050781,130.99343872070312,1.0
5571,345.5389404296875,122.71247863769531,1.0,355.4551696777344,134.54481506347656,1.0
5572,345.65185546875,121.76605224609375,1.0,349.3024597167969,138.38934326171875,0.019964218139648438
5573,345.3078308105469,122.01504516601562,1.0,351.43157958984375,129.50930786132812,1.0579824447631836e-05
5574,345.41278076171875,122.10264587402344,1.0,351.2954406738281,129.22171020507812,1.1175870895385742e-05
5575,345.5329284667969,122.14060974121094,1.0,352.0736083984375,129.00982666015625,8.732080459594727e-06
5576,345.509765625,122.23419189453125,1.0,356.7711486816406,134.67660522460938,9.98079776763916e-05
5577,345.5152893066406,122.29052734375,1.0,363.0344543457031,140.26412963867188,0.008475035429000854
5578,345.6304931640625,122.55516052246094,1.0,356.8819885253906,136.08956909179688,1.1742115020751953e-05
5579,345.58660888671875,122.71231842041016,1.0,351.5810852050781,129.4773712158203,8.940696716308594e-06
5580,345.48724365234375,122.65491485595703,1.0,351.55682373046875,129.6504669189453,9.924173355102539e-06
5581,345.3683776855469,122.85005187988281,1.0,356.8436279296875,133.97190856933594,0.00028762221336364746
5582,345.3251037597656,122.6776123046875,1.0,351.2903137207031,129.6125030517578,1.2814998626708984e-05
5583,345.2506103515625,122.62696838378906,1.0,351.6420593261719,129.5751495361328,1.0251998901367188e-05
5584,345.32135009765625,122.60562896728516,1.0,356.4398193359375,133.93905639648438,9.59634780883789e-06
5585,345.26123046875,122.55937194824219,1.0,356.2148132324219,132.7901611328125,1.290440559387207e-05
5586,345.1896057128906,122.37034606933594,1.0,350.74481201171875,129.45309448242188,2.8073787689208984e-05
5587,345.6357116699219,122.05095672607422,1.0,350.5672302246094,134.33172607421875,0.2241474986076355
5588,345.8471374511719,122.0037612915039,1.0,350.8080749511719,143.6451416015625,1.0
5589,345.68798828125,121.97935485839844,1.0,353.466064453125,136.27943420410156,1.0
5590,345.1905517578125,122.28277587890625,1.0,353.9429931640625,137.5286102294922,1.0
5591,345.20574951171875,122.06361389160156,1.0,352.0269470214844,138.8697052001953,1.0
5592,345.7491455078125,122.4688720703125,1.0,356.3387756347656,146.45782470703125,1.0
5593,345.6041259765625,121.78465270996094,1.0,354.9681396484375,133.90277099609375,1.913309097290039e-05
5594,345.49212646484375,121.58699035644531,1.0,356.66912841796875,132.4877166748047,2.485513687133789e-05
5595,345.20849609375,122.21666717529297,1.0,348.6419677734375,121.99586486816406,3.635883331298828e-06
5596,344.8923645019531,122.1773452758789,1.0,352.2434997558594,129.10821533203125,6.16908073425293e-06
5597,345.4617919921875,121.8868179321289,1.0,357.5166320800781,132.64012145996094,4.750490188598633e-05
5598,345.2109375,121.88777923583984,1.0,352.2124938964844,128.8051300048828,7.599592208862305e-06
5599,345.3002014160156,122.03610229492188,1.0,357.5130920410156,133.6472625732422,2.238154411315918e-05
5600,345.30560302734375,122.10740661621094,1.0,356.40936279296875,133.73683166503906,8.463859558105469e-06
5601,345.35870361328125,122.18140411376953,1.0,352.4031677246094,129.15548706054688,4.1425228118896484e-06
5602,345.3160705566406,122.08623504638672,1.0,348.5799255371094,121.73480987548828,5.066394805908203e-06
5603,345.2663879394531,122.09294128417969,1.0,352.1837463378906,128.52676391601562,7.361173629760742e-06
5604,345.3802185058594,122.52789306640625,1.0,352.19891357421875,128.77330017089844,8.404254913330078e-06
5605,345.3588562011719,122.47693634033203,1.0,351.7557678222656,128.85316467285156,1.3530254364013672e-05
5606,345.5417785644531,122.52179718017578,1.0,351.6190490722656,128.84068298339844,1.233816146850586e-05
5607,345.5036315917969,122.62771606445312,1.0,351.6911315917969,128.88406372070312,1.2189149856567383e-05
5608,345.6261901855469,122.65724182128906,1.0,352.046630859375,128.8927001953125,1.004338264465332e-05
5609,345.68621826171875,122.70658874511719,1.0,352.1641845703125,129.010986328125,1.0192394256591797e-05
5610,345.4141540527344,123.01263427734375,1.0,355.455078125,132.99818420410156,0.0002333223819732666
5611,345.5028991699219,123.05862426757812,1.0,350.8717041015625,133.71823120117188,0.001778930425643921
5612,345.1364440917969,121.51472473144531,1.0,352.06634521484375,139.1441192626953,1.0
5613,344.2104797363281,119.9328384399414,0.9999985694885254,353.12554931640625,135.3740234375,1.0
5614,343.7790222167969,120.28827667236328,0.9996789693832397,350.6856384277344,135.78250122070312,1.0
5615,344.9923400878906,120.56736755371094,0.9999645948410034,350.54608154296875,138.16604614257812,1.0
5616,345.1094970703125,122.31210327148438,1.0,351.5099182128906,139.83116149902344,1.0
5617,345.95654296875,122.0877456665039,1.0,355.5919189453125,148.84103393554688,1.0
5618,345.41412353515625,121.8445816040039,1.0,351.44622802734375,129.39041137695312,1.2755393981933594e-05
5619,345.6720886230469,121.85188293457031,1.0,365.52099609375,147.03533935546875,1.0311603546142578e-05
5620,345.2447204589844,122.3047103881836,1.0,352.18328857421875,129.1058349609375,6.854534149169922e-06
5621,345.33319091796875,122.32967376708984,1.0,351.7898864746094,128.72964477539062,9.03010368347168e-06
5622,345.1766052246094,122.34334564208984,1.0,351.7807922363281,128.73300170898438,8.404254913330078e-06
5623,345.53375244140625,122.2129135131836,1.0,351.64019775390625,128.56207275390625,9.864568710327148e-06
5624,345.419921875,122.33684539794922,1.0,351.9127502441406,128.7386474609375,7.957220077514648e-06
5625,345.3295593261719,122.57918548583984,1.0,351.6717224121094,128.94464111328125,1.1086463928222656e-05
5626,345.4630126953125,122.63446807861328,1.0,351.6855773925781,128.92347717285156,1.2189149856567383e-05
5627,345.4681396484375,122.73020935058594,1.0,351.667724609375,129.0385284423828,1.0162591934204102e-05
5628,345.4194030761719,122.7511978149414,1.0,380.4496765136719,457.11322021484375,0.0002561509609222412
5629,345.4661560058594,122.90746307373047,1.0,380.2633056640625,457.5517883300781,5.0634145736694336e-05
5630,345.384765625,122.86257934570312,1.0,351.46551513671875,129.44822692871094,7.867813110351562e-06
5631,345.49383544921875,122.65577697753906,1.0,351.4066467285156,128.93190002441406,1.3589859008789062e-05
5632,345.65216064453125,122.8817138671875,1.0,355.8027038574219,133.6512451171875,5.125999450683594e-05
5633,345.6820983886719,122.47016906738281,1.0,350.5772705078125,134.06820678710938,0.06666302680969238
5634,345.7418212890625,121.7391586303711,1.0,345.13482666015625,136.68368530273438,1.0
5635,345.3505554199219,121.22064208984375,1.0,346.5735778808594,135.95396423339844,1.0
5636,345.05126953125,121.34442138671875,1.0,345.8121337890625,136.19410705566406,1.0
5637,344.8074035644531,121.2131576538086,1.0,349.05499267578125,137.99447631835938,1.0
5638,345.92724609375,122.13665771484375,1.0,353.66729736328125,146.70852661132812,1.0
5639,345.6512451171875,122.40469360351562,1.0,348.6709289550781,138.74203491210938,0.0011343657970428467
5640,345.359375,122.02787017822266,1.0,351.3373107910156,128.98121643066406,1.3440847396850586e-05
5641,345.143310546875,122.31272888183594,1.0,351.8365783691406,129.20814514160156,7.271766662597656e-06
5642,345.5108337402344,122.8742904663086,1.0,364.5663146972656,141.8797149658203,0.9970422983169556
5643,345.77886962890625,122.62464904785156,1.0,364.76788330078125,142.155029296875,0.9999995827674866
5644,345.80804443359375,122.69408416748047,1.0,364.37994384765625,139.693603515625,0.9958486557006836
5645,345.00982666015625,122.58727264404297,1.0,352.4527587890625,129.1835479736328,4.947185516357422e-06
5646,345.0885009765625,122.56849670410156,1.0,352.42523193359375,129.08816528320312,6.377696990966797e-06
5647,345.3946533203125,122.95073699951172,1.0,352.3211669921875,129.5143585205078,6.079673767089844e-06
5648,345.4340515136719,122.90805053710938,1.0,352.0400390625,129.24295043945312,9.745359420776367e-06
5649,345.3934020996094,122.87981414794922,1.0,351.7380065917969,129.10353088378906,1.2427568435668945e-05
5650,345.3771667480469,122.81825256347656,1.0,351.9393615722656,129.17665100097656,7.539987564086914e-06
5651,345.4801940917969,122.8204345703125,1.0,351.9768981933594,129.25587463378906,7.212162017822266e-06
5652,345.58367919921875,122.65544128417969,1.0,356.3412170410156,133.53436279296875,1.4901161193847656e-05
5653,345.0998840332031,122.78472900390625,1.0,351.7331848144531,129.50123596191406,9.119510650634766e-06
5654,344.87652587890625,122.72161865234375,1.0,350.9750671386719,129.2178955078125,3.889203071594238e-05
5655,345.2222900390625,122.74224090576172,1.0,353.1470031738281,137.36312866210938,0.9999176263809204
5656,344.83740234375,121.69383239746094,1.0,350.8036193847656,135.2346954345703,1.0
5657,344.2591247558594,120.68441772460938,1.0,355.00604248046875,134.54962158203125,1.0
5658,344.41162109375,120.69451141357422,1.0,355.4245910644531,133.89930725097656,1.0
5659,344.169677734375,120.87945556640625,1.0,354.1813049316406,134.4766082763672,1.0
5660,344.1316833496094,121.286865234375,1.0,355.2949523925781,136.08119201660156,1.0
5661,346.0801696777344,122.17684936523438,1.0,354.2764587402344,143.19036865234375,1.0
5662,345.6500549316406,122.53170776367188,1.0,348.0770568847656,145.0968475341797,0.9992656707763672
5663,345.4405212402344,121.92332458496094,1.0,355.2976379394531,134.1460723876953,1.2218952178955078e-05
5664,345.1448974609375,122.54964447021484,1.0,351.5867919921875,129.0829315185547,1.189112663269043e-05
5665,345.0551452636719,123.00651550292969,1.0,356.34222412109375,133.38162231445312,1.7970800399780273e-05
5666,345.1913757324219,122.94012451171875,1.0,357.2208251953125,134.28472900390625,6.794929504394531e-06
5667,345.1412048339844,122.66239929199219,1.0,357.7867736816406,134.76646423339844,1.4036893844604492e-05
5668,345.18157958984375,122.66887664794922,1.0,351.8454895019531,129.10183715820312,5.632638931274414e-06
5669,345.0322570800781,122.59171295166016,1.0,351.7678527832031,128.7957763671875,8.195638656616211e-06
5670,345.06524658203125,122.75605773925781,1.0,351.833251953125,128.964111328125,7.867813110351562e-06
5671,345.227783203125,122.8385009765625,1.0,351.940185546875,129.0981903076172,6.794929504394531e-06
5672,345.2077331542969,122.6394271850586,1.0,352.0743408203125,129.0006103515625,6.884336471557617e-06
5673,345.2559509277344,122.48038482666016,1.0,351.89837646484375,128.8040771484375,8.404254913330078e-06
5674,345.34912109375,122.61943054199219,1.0,351.8363342285156,129.02476501464844,8.821487426757812e-06
5675,345.3315734863281,122.5347671508789,1.0,351.84149169921875,128.97781372070312,8.672475814819336e-06
5676,345.4360046386719,122.46286010742188,1.0,351.7662658691406,128.88360595703125,9.000301361083984e-06
5677,345.2113037109375,122.61702728271484,1.0,351.6716613769531,129.0524139404297,1.0132789611816406e-05
5678,345.1822509765625,122.72587585449219,1.0,351.5454406738281,129.43994140625,1.2814998626708984e-05
5679,345.18988037109375,122.85772705078125,1.0,351.2962341308594,133.88185119628906,6.514787673950195e-05
5680,345.09368896484375,122.40811157226562,1.0,351.4056701660156,139.1633758544922,1.0
5681,343.9039306640625,120.4377212524414,1.0,352.3654479980469,134.55279541015625,1.0
5682,346.5301818847656,123.0065689086914,0.08767238259315491,353.5095520019531,133.89662170410156,1.0
5683,343.66461181640625,119.83504486083984,0.9999071955680847,353.4140319824219,134.71018981933594,1.0
5684,344.9968566894531,120.80259704589844,0.9999991655349731,354.39117431640625,132.87982177734375,1.0
5685,344.8998107910156,122.42291259765625,1.0,353.3989562988281,139.0950164794922,1.0
5686,346.18011474609375,122.32903289794922,1.0,355.9141540527344,146.51866149902344,1.0
5687,346.0289001464844,122.33926391601562,1.0,349.9417724609375,140.1978302001953,0.7337903380393982
5688,345.76739501953125,121.99542236328125,1.0,357.4184265136719,140.87615966796875,0.00017240643501281738
5689,345.43267822265625,122.27141571044922,1.0,352.35992431640625,129.44322204589844,6.467103958129883e-06
5690,345.35589599609375,122.4618148803711,1.0,357.86822509765625,133.8779296875,1.1086463928222656e-05
5691,345.19549560546875,122.13204956054688,1.0,352.2408142089844,128.5879669189453,6.139278411865234e-06
5692,345.4177551269531,122.36848449707031,1.0,365.61907958984375,140.7471466064453,0.0007729828357696533
5693,345.0665283203125,122.41385650634766,1.0,352.2535095214844,129.00238037109375,6.020069122314453e-06
5694,345.169189453125,122.78426361083984,1.0,351.88427734375,129.3059539794922,7.957220077514648e-06
5695,345.21527099609375,122.89517211914062,1.0,357.2236328125,135.0087432861328,6.645917892456055e-06
5696,345.153076171875,122.86747741699219,1.0,352.3927307128906,129.58230590820312,5.245208740234375e-06
5697,345.3171081542969,122.72663116455078,1.0,357.1183776855469,133.99942016601562,9.626150131225586e-06
5698,345.29766845703125,122.7492904663086,1.0,363.4855041503906,134.219482421875,2.2411346435546875e-05
5699,345.3219299316406,122.67485046386719,1.0,363.3829650878906,133.80381774902344,6.0111284255981445e-05
5700,345.36798095703125,122.71763610839844,1.0,382.67156982421875,456.75238037109375,0.00018352270126342773
5701,345.32080078125,122.61776733398438,1.0,363.40667724609375,133.1842498779297,8.490681648254395e-05
5702,345.3016662597656,122.49578857421875,1.0,363.85015869140625,133.1008758544922,0.0036181211471557617
5703,345.2793884277344,122.47016143798828,1.0,364.30078125,133.23956298828125,0.0066630542278289795
5704,345.69805908203125,122.65457916259766,1.0,366.6063232421875,136.4262237548828,0.9999929666519165
5705,345.3169860839844,122.82083129882812,1.0,356.0268249511719,133.71092224121094,0.0012040436267852783
5706,345.14569091796875,122.68961334228516,1.0,351.1909484863281,133.9771270751953,0.7995854020118713
5707,345.2922668457031,122.44554138183594,1.0,384.81036376953125,461.3646545410156,0.0025548934936523438
5708,345.3605651855469,122.46430969238281,1.0,381.85675048828125,458.2756652832031,0.19138771295547485
5709,345.5288391113281,122.3721923828125,1.0,350.62835693359375,145.9842987060547,0.0026217997074127197
5710,345.5351867675781,122.47796630859375,1.0,350.6871032714844,147.39645385742188,0.5811946392059326
5711,345.95745849609375,121.77970123291016,1.0,352.6485290527344,146.5877227783203,0.014644712209701538
5712,344.9873352050781,122.43267059326172,1.0,351.7073059082031,129.66482543945312,7.450580596923828e-06
5713,345.2288818359375,122.44925689697266,1.0,352.073486328125,129.2646942138672,5.602836608886719e-06
5714,345.3480224609375,122.59674072265625,1.0,363.53472900390625,133.8329620361328,0.0001823902130126953
5715,345.4207763671875,122.46562194824219,1.0,363.6230773925781,132.81024169921875,0.016660183668136597
5716,345.466796875,122.50385284423828,1.0,363.3710021972656,132.79592895507812,0.007796376943588257
5717,345.2137451171875,122.46739959716797,1.0,357.54449462890625,133.16513061523438,7.590651512145996e-05
5718,345.4258117675781,122.63636779785156,1.0,358.0113220214844,133.7982177734375,2.968311309814453e-05
5719,345.4352111816406,122.74147033691406,1.0,357.1236572265625,133.8737030029297,4.76837158203125e-06
5720,345.55419921875,122.6705551147461,1.0,363.6150207519531,134.06741333007812,0.00012615323066711426
5721,345.53033447265625,122.72480010986328,1.0,363.50189208984375,133.98159790039062,3.287196159362793e-05
5722,345.65087890625,122.79749298095703,1.0,357.0836181640625,133.48622131347656,1.0579824447631836e-05
5723,345.4132995605469,122.88238525390625,1.0,363.38861083984375,132.99803161621094,0.0041970014572143555
5724,345.5115661621094,123.18927764892578,1.0,364.2694396972656,133.28880310058594,0.21781456470489502
5725,345.5918884277344,122.92232513427734,1.0,382.05999755859375,453.66387939453125,4.9740076065063477e-05
5726,345.9220275878906,123.00271606445312,1.0,351.72930908203125,129.5147247314453,9.47713851928711e-06
5727,345.94354248046875,122.7954330444336,1.0,380.9681396484375,447.5133361816406,3.221631050109863e-05
5728,345.8824768066406,122.70755767822266,1.0,382.5804748535156,448.14276123046875,0.029817134141921997
5729,345.74798583984375,122.651123046875,1.0,382.4083557128906,447.86566162109375,0.00010639429092407227
5730,345.6167907714844,122.64433288574219,1.0,380.9242858886719,447.4072570800781,0.00478130578994751
5731,345.3788757324219,123.12683868408203,1.0,351.59271240234375,129.42784118652344,7.867813110351562e-06
5732,345.4766845703125,123.05281066894531,1.0,351.8561706542969,129.42013549804688,6.765127182006836e-06
5733,345.3929443359375,123.09264373779297,1.0,352.1289367675781,129.37969970703125,5.513429641723633e-06
5734,345.392333984375,122.8132095336914,1.0,357.2049560546875,134.1599578857422,1.5050172805786133e-05
5735,345.5610046386719,122.66181182861328,1.0,364.5010986328125,135.13575744628906,0.0007318854331970215
5736,345.6081848144531,122.44183349609375,1.0,364.6515808105469,133.860107421875,0.0005175769329071045
5737,345.42095947265625,122.47834014892578,1.0,364.026123046875,134.1084442138672,1.4603137969970703e-05
5738,345.4537048339844,122.27326965332031,1.0,364.15338134765625,134.26568603515625,5.644559860229492e-05
5739,345.3331604003906,122.37189483642578,1.0,357.51214599609375,133.54617309570312,1.2874603271484375e-05
5740,345.42889404296875,122.2257308959961,1.0,352.2895812988281,128.66819763183594,6.079673767089844e-06
5741,345.454833984375,122.25477600097656,1.0,352.38934326171875,128.79405212402344,5.632638931274414e-06
5742,345.4627380371094,122.36492156982422,1.0,352.2560119628906,128.95486450195312,6.645917892456055e-06
5743,345.518310546875,122.2893295288086,1.0,352.2956848144531,128.8516082763672,6.645917892456055e-06
5744,345.4671630859375,122.30250549316406,1.0,352.2451477050781,128.89373779296875,6.943941116333008e-06
5745,345.4324951171875,122.42495727539062,1.0,352.212646484375,129.0419158935547,6.407499313354492e-06
5746,345.3982849121094,122.56521606445312,1.0,352.3304748535156,129.1833953857422,5.513429641723633e-06
5747,345.2861633300781,122.58390808105469,1.0,351.8882751464844,128.99407958984375,7.987022399902344e-06
5748,345.46380615234375,122.5615234375,1.0,352.3489685058594,129.06069946289062,5.990266799926758e-06
5749,345.6501770019531,122.7956314086914,1.0,382.7759704589844,456.79095458984375,1.8209218978881836e-05
5750,345.10943603515625,122.82451629638672,1.0,351.61383056640625,129.0966033935547,1.0281801223754883e-05
5751,345.44818115234375,122.28763580322266,1.0,355.76910400390625,134.5228729248047,2.9265880584716797e-05
5752,345.416748046875,122.31192016601562,1.0,356.89874267578125,134.43409729003906,6.723403930664062e-05
5753,345.6226806640625,121.88689422607422,1.0,351.4229431152344,132.62368774414062,2.008676528930664e-05
5754,345.5637512207031,121.9062271118164,1.0,384.5992126464844,456.6930236816406,3.832578659057617e-05
5755,345.7164611816406,122.04766082763672,1.0,363.88916015625,136.38433837890625,2.3365020751953125e-05
5756,346.2696838378906,122.40865325927734,1.0,367.15087890625,139.96762084960938,0.8936607837677002
5757,345.6822814941406,122.42020416259766,1.0,365.9253845214844,144.2535858154297,5.620718002319336e-05
5758,345.98065185546875,122.4397201538086,1.0,364.9239501953125,143.2946014404297,0.976017951965332
5759,345.81396484375,122.26753997802734,1.0,348.4480895996094,121.65274810791016,4.559755325317383e-06
5760,345.3854064941406,122.3425064086914,1.0,348.1734924316406,121.55555725097656,5.4836273193359375e-06
5761,345.68292236328125,122.41613006591797,1.0,352.2135925292969,129.22592163085938,5.751848220825195e-06
5762,345.722412109375,122.52896881103516,1.0,109.80894470214844,419.36187744140625,3.516674041748047e-05
5763,345.6683654785156,122.47711181640625,1.0,109.94336700439453,418.88494873046875,2.35140323638916e-05
5764,345.6807861328125,122.41284942626953,1.0,364.50738525390625,144.2234649658203,0.0016067922115325928
5765,345.6196594238281,122.55409240722656,1.0,364.5958251953125,144.0144500732422,0.00018739700317382812
5766,345.43353271484375,122.51542663574219,1.0,364.2700500488281,139.63023376464844,0.0007378160953521729
5767,345.4637451171875,122.57676696777344,1.0,365.8431701660156,144.34024047851562,0.0024293065071105957
5768,345.5856628417969,122.55813598632812,1.0,366.16754150390625,144.68283081054688,0.11207538843154907
5769,345.802490234375,122.25187683105469,1.0,109.51482391357422,419.16363525390625,0.0731147825717926
5770,345.54266357421875,122.157958984375,1.0,109.10760498046875,419.3313293457031,0.05863705277442932
5771,345.2088928222656,122.3674545288086,1.0,108.88882446289062,419.029541015625,0.0008038580417633057
5772,345.9076843261719,122.550537109375,1.0,352.2248229980469,133.6838836669922,0.017883241176605225
5773,345.934326171875,122.44750213623047,1.0,349.1557312011719,133.87803649902344,0.9906695485115051
5774,345.8099365234375,121.17288208007812,1.0,352.68572998046875,138.29718017578125,1.0
5775,345.6575927734375,121.2210922241211,1.0,351.4574890136719,138.17745971679688,1.0
5776,345.5236511230469,122.07920837402344,1.0,351.2239685058594,139.8912811279297,1.0
5777,345.9467468261719,122.62506866455078,1.0,356.49884033203125,149.7291717529297,1.0
5778,345.5476989746094,122.2959213256836,1.0,108.9236831665039,419.58197021484375,2.4616718292236328e-05
5779,345.2807922363281,122.13774108886719,1.0,109.8042221069336,419.3388977050781,5.9217214584350586e-05
