1,5,7.51126690035052,1,5,159,274
2,4,4.59999233334611,14,22,492,643
3,31,6.60173774774263,42,75,3704,4496
4,7,5.77843817071158,78,85,4572,4784
5,8,3.85542168674699,91,105,4949,5302
6,40,6.10792707135077,107,148,5405,6498
7,47,5.87049928388235,151,200,6591,7934
8,319,5.38656634257211,203,572,8031,17912
9,11,5.47527003036286,575,586,18018,18354
10,6,5.26577538542552,589,595,18479,18682
11,30,6.63452607368747,597,628,18755,19514
12,21,4.8034401781085,630,652,19620,20359
13,32,7.20099013614372,659,691,20447,21195
14,53,5.72012404394783,693,750,21273,22829
15,16,4.62383200077065,752,772,22905,23496
16,89,5.77002869886934,773,883,23568,26154
17,8,5.4896040623071,884,891,26234,26483
18,90,5.41192788906751,894,1002,26593,29371
19,6,4.5271629778672,1003,1009,29457,29693
20,14,4.1911148365465,1011,1025,29773,30338
21,26,6.85985664658547,1027,1054,30419,31057
22,44,4.58841564093561,1055,1107,31157,32767
23,44,4.96406692464772,1110,1165,32872,34356
24,6,3.53530393793582,1166,1174,34435,34728
25,10,3.13437046169276,1177,1188,34804,35348
26,25,7.57943245209795,1191,1216,35432,35993
27,10,4.31984102985011,1218,1227,36085,36490
28,4,7.02082845775786,1235,1238,36777,36883
29,29,6.82042678624624,1240,1270,36976,37692
30,5,4.60631372067316,1273,1277,37783,37973
31,13,3.71181117350339,1279,1296,38051,38645
32,20,8.07493540051681,1301,1320,38768,39189
33,5,3.60923965351299,1324,1329,39318,39560
34,5,4.71031559114463,1333,1337,39633,39820
35,10,4.04727213857856,1340,1349,39921,40344
36,23,7.82685632614168,1353,1379,40434,40932
37,20,3.89140388880962,1381,1405,41124,41990
38,20,8.11413888701062,1409,1429,42101,42520
39,17,3.69581286142874,1433,1454,42779,43556
40,26,7.14233389495276,1461,1491,43770,44389
41,38,5.41110130151225,1495,1535,44637,45813
42,18,4.15713988775727,1541,1561,46060,46791
43,24,7.13351563428833,1565,1591,46989,47559
44,6,5.37891465455403,1595,1600,47871,48068
45,10,3.81572587825286,1604,1615,48164,48613
46,20,7.66655592752557,1617,1636,48720,49161
47,9,4.1003523265703,1640,1648,49407,49786
48,24,5.98195443744703,1652,1676,50003,50753
