335,961,6.16606736913592,8.5908377860314,NaN,NaN
1003,1183,6.59672756965478,8.38646119904957,NaN,NaN
1316,1417,6.43036871563236,8.35982437209174,NaN,NaN
1427,1532,6.59255931251927,8.349455192114,NaN,NaN
1725,1788,6.47926269765141,8.40290698671466,NaN,NaN
1999,2099,6.44950894163524,8.43258189195775,NaN,NaN
2120,2314,6.53377256895366,8.46881319081667,NaN,NaN
2338,2469,6.55238081279554,8.32298277745264,NaN,NaN
2616,2714,6.48189021038636,8.42382533232117,NaN,NaN
2731,2857,6.55700873213204,8.31413319255786,NaN,NaN
2972,3119,6.51163941070086,8.42945477459188,NaN,NaN
3155,5702,6.53086135940226,8.39820063600253,NaN,NaN
5721,5833,6.31857247101633,8.24738117709808,NaN,NaN
5849,6074,6.33170175109485,8.32583008938379,NaN,NaN
6086,6277,6.44729865224738,8.28367725577824,NaN,NaN
6277,7787,6.46235616583573,8.21555852059288,NaN,NaN
7790,9000,6.36317817788375,8.21970564147737,NaN,NaN
9012,9221,6.31703948202403,8.2179990271019,NaN,NaN
9251,9391,6.05722359364223,8.29185339203172,NaN,NaN
9393,10715,6.17278433682626,8.29680102765906,NaN,NaN
10720,10885,6.0960941147386,8.31912954509881,NaN,NaN
10931,11247,6.25031925128796,8.31523495100826,NaN,NaN
11272,11459,6.21396107229627,8.17996421533818,NaN,NaN
11467,12338,6.29606960809719,8.26700627780727,NaN,NaN
12348,12496,6.30312171278958,8.36828329082075,NaN,NaN
12509,13003,6.39157316738501,8.2840776229866,NaN,NaN
13026,13122,6.16007229738068,8.21655623450374,NaN,NaN
13129,13886,6.29207090327614,8.21992608312946,NaN,NaN
13947,14090,6.42148832311452,8.35190587677794,NaN,NaN
14130,14231,6.17633700829875,8.30584495831662,NaN,NaN
14246,14467,6.4677778043245,8.32629137338246,NaN,NaN
14482,14586,6.51154743997674,8.3149803307829,NaN,NaN
14604,14782,6.51353590376159,8.30766930747159,NaN,NaN
14795,15364,6.45726444129657,8.19482312503889,NaN,NaN
15386,15662,6.47688293893495,8.3056939744422,NaN,NaN
15698,15904,6.37644693149442,8.38678315620052,NaN,NaN
15940,16035,6.37624621221724,8.41091418605323,NaN,NaN
16040,16132,6.51102116233424,8.21580149155461,NaN,NaN
16134,16268,6.35692997982628,8.32190643204214,NaN,NaN
16268,16381,6.42705967551783,8.24141445890952,NaN,NaN
16382,16439,6.48102685024864,8.22504183141196,NaN,NaN
16449,17286,6.39301231603303,8.25578565721388,NaN,NaN
